ID TIME #RESOURCES
0 19.349 1
0 22.735 2
0 27.058 3
0 28.542 4
0 31.345 5
0 33.548 6
0 35.249 7
0 35.679 8
0 48.182 9
0 52.171 10
0 53.772 11
0 55.075 12
0 60.882 13
0 63.0 14
0 63.985 15
0 70.594 16
0 73.201 17
0 80.005 18
0 80.607 19
0 82.111 20
0 91.521 21
0 97.827 22
0 102.633 23
0 104.538 24
0 104.936 25
0 105.056 26
0 106.046 27
0 108.543 28
0 110.944 29
0 111.545 30
0 114.348 31
0 125.382 32
0 128.363 33
0 130.19 34
0 131.181 35
0 136.975 36
0 152.296 37
0 154.497 38
0 178.642 39
0 181.653 40
0 185.141 41
0 188.459 42
0 195.067 43
0 198.953 44
0 200.054 45
0 202.866 46
0 211.99 47
0 212.169 48
0 222.381 49
0 223.703 50
0 224.485 51
0 226.491 52
0 229.398 53
0 240.305 54
0 240.706 55
0 243.204 56
0 246.613 57
0 249.515 58
0 254.018 59
0 256.924 60
0 259.144 61
0 260.929 62
0 265.057 63
0 268.337 64
0 271.34 65
0 273.343 66
0 274.543 67
0 275.845 68
0 280.151 69
0 280.251 70
0 298.677 71
0 300.072 72
0 306.883 73
0 310.288 74
0 316.521 75
0 328.813 76
0 331.712 77
0 332.718 78
0 335.339 79
0 335.917 80
0 339.922 81
0 344.249 82
0 347.629 83
0 349.234 84
0 351.133 85
0 361.67 86
0 361.749 87
0 362.747 88
0 364.752 89
0 364.848 90
0 366.854 91
0 375.363 92
0 376.966 93
0 384.081 94
0 385.678 95
0 386.695 96
0 387.079 97
0 391.702 98
0 392.185 99
0 393.687 100
0 397.694 101
0 401.9 102
0 404.916 103
0 405.015 104
0 407.703 105
0 410.208 106
0 410.807 107
0 415.13 108
0 415.933 109
0 420.417 110
0 427.629 111
0 435.836 112
0 441.942 113
0 447.15 114
0 456.871 115
0 461.265 116
0 463.492 117
0 463.869 118
0 464.168 119
0 464.976 120
0 474.18 121
0 478.784 122
0 482.692 123
0 490.499 124
0 493.401 125
0 497.712 126
0 500.139 127
0 500.212 128
0 501.511 129
0 503.815 130
0 509.521 131
0 518.134 132
0 518.43 133
0 526.244 134
0 526.34 135
0 533.95 136
0 534.569 137
0 541.562 138
0 547.469 139
0 558.479 140
0 564.085 141
0 566.102 142
0 576.402 143
0 584.012 144
0 588.716 145
0 589.014 146
0 589.414 147
0 592.42 148
