ID TIME FPS
3 0.45 0.45
3 0.958 0.51
3 1.459 0.5
3 1.946 0.49
3 2.453 0.51
3 2.946 0.49
3 3.478 0.53
3 3.953 0.47
3 4.452 0.5
3 4.966 0.51
3 5.459 0.49
3 5.96 0.5
3 6.449 0.48
3 6.957 0.51
3 7.462 0.5
3 7.959 0.5
3 8.447 0.49
3 8.988 0.54
3 9.449 0.46
3 9.967 0.52
3 10.459 0.49
3 10.959 0.5
3 11.45 0.49
3 11.958 0.51
3 12.463 0.5
3 12.953 0.49
3 13.459 0.5
3 13.963 0.5
3 14.453 0.49
3 14.957 0.5
3 15.459 0.5
3 15.949 0.49
3 16.458 0.51
3 16.976 0.52
3 17.458 0.48
3 17.965 0.51
3 18.462 0.5
3 18.954 0.49
3 19.459 0.5
3 19.956 0.5
3 20.451 0.49
3 20.951 0.5
3 21.467 0.52
3 21.951 0.48
3 22.452 0.5
3 22.962 0.51
3 23.457 0.5
3 23.954 0.5
3 24.462 0.51
3 24.955 0.49
3 25.451 0.5
3 25.959 0.5
3 26.452 0.49
3 26.96 0.51
3 27.474 0.51
3 27.958 0.48
3 28.464 0.51
3 28.954 0.49
3 29.459 0.5
3 29.959 0.5
3 30.467 0.51
3 30.958 0.49
3 31.461 0.5
3 31.953 0.49
3 32.477 0.52
3 32.968 0.49
3 33.462 0.49
3 33.959 0.5
3 34.457 0.5
3 34.967 0.5
3 35.46 0.49
3 35.963 0.5
3 36.493 0.53
3 36.954 0.44
3 37.468 0.51
3 37.961 0.49
3 38.462 0.5
3 38.958 0.49
3 39.487 0.53
3 39.97 0.47
3 40.469 0.5
3 40.967 0.5
3 41.461 0.49
3 41.963 0.5
3 42.457 0.49
3 42.961 0.5
3 43.459 0.5
3 43.985 0.53
3 44.462 0.48
3 44.959 0.5
3 45.46 0.5
3 45.98 0.52
3 46.483 0.5
3 46.961 0.48
3 47.482 0.52
3 47.964 0.48
3 48.465 0.5
3 48.968 0.5
3 49.46 0.49
3 49.958 0.5
3 50.469 0.51
3 50.963 0.49
3 51.484 0.52
3 51.964 0.47
3 52.463 0.5
3 52.971 0.51
3 53.48 0.51
3 53.97 0.49
3 54.459 0.49
3 54.968 0.51
3 55.459 0.49
3 55.964 0.5
3 56.475 0.51
3 56.959 0.48
3 57.477 0.52
3 57.962 0.48
3 58.459 0.5
3 58.965 0.51
3 59.473 0.51
3 60.002 0.53
3 60.466 0.46
3 60.976 0.5
3 61.473 0.49
3 61.961 0.48
3 62.462 0.5
3 62.963 0.5
3 63.48 0.52
3 63.969 0.49
3 64.462 0.49
3 64.967 0.5
3 65.469 0.5
3 65.979 0.5
3 66.475 0.5
3 66.965 0.49
3 67.462 0.5
3 67.968 0.51
3 68.469 0.5
3 68.965 0.5
3 69.469 0.5
3 69.964 0.49
3 70.467 0.5
3 70.966 0.5
3 71.468 0.5
3 71.974 0.51
3 72.464 0.49
3 72.969 0.51
3 73.464 0.49
3 73.964 0.5
3 74.471 0.51
3 74.972 0.5
3 75.471 0.5
3 75.968 0.5
3 76.465 0.5
3 76.964 0.49
3 77.471 0.51
3 77.973 0.5
3 78.464 0.49
3 78.963 0.5
3 79.47 0.51
3 79.974 0.5
3 80.47 0.49
3 80.97 0.5
3 81.478 0.51
3 81.996 0.51
3 82.472 0.48
3 82.969 0.5
3 83.466 0.48
3 83.967 0.5
3 84.479 0.51
3 84.992 0.51
3 85.468 0.46
3 85.97 0.49
3 86.476 0.51
3 86.964 0.49
3 87.474 0.51
3 87.966 0.49
3 88.469 0.5
3 88.968 0.5
3 89.477 0.51
3 89.979 0.49
3 90.479 0.5
3 90.971 0.49
3 91.503 0.53
3 91.971 0.47
3 92.465 0.49
3 92.975 0.5
3 93.471 0.5
3 93.986 0.52
3 94.466 0.48
3 94.968 0.5
3 95.506 0.53
3 95.975 0.47
3 96.475 0.5
3 96.992 0.5
3 97.469 0.48
3 97.978 0.51
3 98.476 0.5
3 98.973 0.5
3 99.47 0.5
3 99.985 0.51
3 100.483 0.49
3 100.967 0.48
3 101.481 0.51
3 101.984 0.5
3 102.47 0.49
3 102.982 0.51
3 103.515 0.53
3 103.968 0.45
3 104.47 0.5
3 104.987 0.52
3 105.468 0.48
3 105.98 0.51
3 106.489 0.51
3 106.976 0.49
3 107.491 0.52
3 107.972 0.48
3 108.474 0.5
3 108.977 0.5
3 109.485 0.51
3 109.974 0.49
3 110.479 0.5
3 110.972 0.49
3 111.503 0.53
3 111.973 0.47
3 112.474 0.5
3 112.976 0.5
3 113.478 0.5
3 114.007 0.53
3 114.475 0.47
3 114.979 0.5
3 115.48 0.5
3 115.978 0.5
3 116.499 0.52
3 116.973 0.47
3 117.475 0.5
3 117.996 0.52
3 118.476 0.48
3 118.985 0.51
3 119.479 0.49
3 119.981 0.5
3 120.503 0.52
3 120.981 0.48
3 121.496 0.51
3 122.009 0.51
3 122.477 0.47
3 122.981 0.5
3 123.48 0.5
3 123.974 0.49
3 124.5 0.52
3 124.979 0.48
3 125.474 0.49
3 126.009 0.54
3 126.495 0.49
3 126.986 0.49
3 127.482 0.48
3 127.981 0.49
3 128.476 0.5
3 128.984 0.51
3 129.493 0.51
3 129.975 0.48
3 130.481 0.51
3 130.975 0.49
3 131.495 0.52
3 131.98 0.48
3 132.476 0.5
3 132.981 0.51
3 133.501 0.52
3 134.012 0.51
3 134.482 0.47
3 134.979 0.5
3 135.487 0.5
3 135.983 0.5
3 136.498 0.51
3 136.982 0.47
3 137.493 0.51
3 137.989 0.5
3 138.486 0.5
3 138.996 0.51
3 139.478 0.48
3 139.982 0.5
3 140.482 0.5
3 140.99 0.51
3 141.517 0.53
3 141.986 0.47
3 142.482 0.49
3 142.977 0.49
3 143.509 0.53
3 143.987 0.48
3 144.484 0.5
3 144.978 0.49
3 145.487 0.5
3 145.977 0.49
3 146.479 0.5
3 146.989 0.51
3 147.477 0.49
3 147.983 0.51
3 148.482 0.5
3 148.989 0.5
3 149.485 0.49
3 149.98 0.49
3 150.484 0.5
3 151.017 0.53
3 151.478 0.46
3 152.003 0.53
3 152.48 0.48
3 152.987 0.51
3 153.5 0.51
3 153.983 0.48
3 154.481 0.5
3 154.993 0.51
3 155.491 0.5
3 155.991 0.5
3 156.48 0.49
3 156.979 0.5
3 157.483 0.5
3 157.993 0.51
3 158.494 0.5
3 158.986 0.49
3 159.504 0.52
3 159.982 0.48
3 160.489 0.51
3 160.987 0.5
3 161.502 0.52
3 161.983 0.48
3 162.488 0.51
3 162.998 0.51
3 163.494 0.49
3 163.982 0.49
3 164.492 0.51
3 164.997 0.5
3 165.503 0.51
3 165.983 0.48
3 166.481 0.5
3 166.986 0.5
3 167.486 0.5
3 167.986 0.5
3 168.483 0.5
3 168.984 0.5
3 169.483 0.5
3 169.992 0.51
3 170.511 0.52
3 170.985 0.46
3 171.49 0.5
3 171.989 0.5
3 172.484 0.49
3 172.99 0.51
3 173.486 0.49
3 173.988 0.5
3 174.486 0.5
3 174.989 0.5
3 175.494 0.51
3 175.989 0.49
3 176.489 0.5
3 176.986 0.5
3 177.493 0.51
3 177.984 0.48
3 178.491 0.5
3 178.985 0.49
3 179.503 0.52
3 179.986 0.48
3 180.488 0.5
3 180.994 0.51
3 181.488 0.49
3 181.995 0.51
3 182.494 0.5
3 182.986 0.49
3 183.495 0.51
3 183.998 0.49
3 184.494 0.49
3 184.994 0.5
3 185.518 0.52
3 185.987 0.46
3 186.499 0.51
3 187.012 0.51
3 187.494 0.48
3 188.004 0.51
3 188.501 0.5
3 188.989 0.49
3 189.488 0.5
3 189.992 0.5
3 190.523 0.53
3 190.994 0.47
3 191.528 0.53
3 192.005 0.47
3 192.5 0.49
3 193.006 0.51
3 193.5 0.49
3 193.991 0.49
3 194.489 0.49
3 195.006 0.52
3 195.488 0.48
3 195.992 0.5
3 196.495 0.5
3 196.999 0.5
3 197.504 0.5
3 197.996 0.48
3 198.518 0.52
3 198.99 0.47
3 199.512 0.52
3 200.027 0.51
3 200.501 0.47
3 200.993 0.49
3 201.493 0.5
3 202.003 0.51
3 202.5 0.5
3 202.996 0.49
3 203.495 0.5
3 204.013 0.52
3 204.493 0.48
3 204.996 0.5
3 205.534 0.53
3 205.994 0.46
3 206.498 0.5
3 206.995 0.49
3 207.496 0.5
3 207.995 0.49
3 208.532 0.54
3 209.0 0.47
3 209.499 0.5
3 210.016 0.52
3 210.5 0.48
3 211.005 0.51
3 211.507 0.5
3 212.007 0.5
3 212.497 0.49
3 212.999 0.5
3 213.505 0.5
3 213.995 0.48
3 214.51 0.52
3 214.993 0.48
3 215.497 0.5
3 216.002 0.51
3 216.501 0.5
3 217.014 0.51
3 217.492 0.48
3 218.001 0.51
3 218.501 0.5
3 219.0 0.5
3 219.502 0.49
3 219.994 0.49
3 220.512 0.52
3 221.007 0.5
3 221.493 0.49
3 222.0 0.51
3 222.507 0.5
3 222.999 0.49
3 223.495 0.49
3 223.997 0.5
3 224.498 0.5
3 224.999 0.5
3 225.514 0.51
3 225.997 0.47
3 226.513 0.51
3 227.0 0.48
3 227.496 0.49
3 228.017 0.52
3 228.498 0.47
3 229.0 0.5
3 229.528 0.53
3 229.997 0.46
3 230.505 0.51
3 231.006 0.5
3 231.498 0.49
3 232.019 0.52
3 232.501 0.48
3 233.0 0.5
3 233.5 0.5
3 234.004 0.5
3 234.506 0.49
3 235.006 0.5
3 235.504 0.5
3 236.022 0.52
3 236.506 0.48
3 237.028 0.52
3 237.502 0.47
3 238.002 0.5
3 238.503 0.5
3 239.012 0.51
3 239.507 0.49
3 240.005 0.5
3 240.512 0.51
3 241.002 0.49
3 241.504 0.5
3 242.002 0.49
3 242.517 0.52
3 243.001 0.48
3 243.548 0.55
3 244.012 0.46
3 244.501 0.49
3 245.034 0.53
3 245.505 0.47
3 246.008 0.5
3 246.503 0.49
3 247.004 0.5
3 247.511 0.51
3 248.009 0.5
3 248.508 0.5
3 249.009 0.5
3 249.509 0.5
3 250.0 0.49
3 250.521 0.52
3 251.001 0.48
3 251.509 0.51
3 252.006 0.5
3 252.511 0.49
3 253.001 0.49
3 253.509 0.51
3 254.005 0.5
3 254.515 0.51
3 255.021 0.51
3 255.505 0.47
3 256.026 0.52
3 256.513 0.49
3 257.009 0.5
3 257.511 0.5
3 258.004 0.49
3 258.507 0.5
3 259.002 0.49
3 259.506 0.5
3 260.009 0.5
3 260.514 0.51
3 261.013 0.5
3 261.514 0.5
3 262.035 0.52
