ID TIME pos
8 0.097 [0, 0] [0.4514688196983951, 0.4391248372732914]
8 5.107 [0, 0] [0.4514688196983951, 0.4391248372732914]
8 10.108 [0, 0] [0.4514688196983951, 0.4391248372732914]
8 15.12 [0, 0] [0.4514688196983951, 0.4391248372732914]
8 20.126 [0, 0] [0.4514688196983951, 0.4391248372732914]
8 25.131 [0, 0] [0.4514688196983951, 0.4391248372732914]
8 30.139 [0, 0] [0.4514688196983951, 0.4391248372732914]
8 35.146 [0, 0] [0.4514688196983951, 0.4391248372732914]
8 40.151 [0, 0] [0.4514688196983951, 0.4391248372732914]
8 45.159 [0, 0] [0.4514688196983951, 0.4391248372732914]
8 50.164 [0, 0] [0.4514688196983951, 0.4391248372732914]
8 55.17 [0, 0] [0.4514688196983951, 0.4391248372732914]
8 60.177 [0, 0] [0.4514688196983951, 0.4391248372732914]
8 65.184 [0, 0] [0.4514688196983951, 0.4391248372732914]
8 70.195 [0, 0] [0.4514688196983951, 0.4391248372732914]
8 75.197 [0, 0] [0.4514688196983951, 0.4391248372732914]
8 80.202 [0, 0] [0.4514688196983951, 0.4391248372732914]
8 85.215 [0, 0] [0.4514688196983951, 0.4391248372732914]
8 90.314 [0, 0] [0.4514688196983951, 0.4391248372732914]
8 95.32 [0.2924899999999999, 0.5512899999999998] [0.4514688196983951, 0.4391248372732914]
8 100.332 [0.2924899999999999, 0.5512899999999998] [0.4514688196983951, 0.4391248372732914]
8 105.333 [0.2924899999999999, 0.5512899999999998] [0.4514688196983951, 0.4391248372732914]
8 110.34 [0.2924899999999999, 0.5512899999999998] [0.4514688196983951, 0.4391248372732914]
8 115.343 [0.2924899999999999, 0.5512899999999998] [0.4514688196983951, 0.4391248372732914]
8 120.351 [0.2924899999999999, 0.5512899999999998] [0.4514688196983951, 0.4391248372732914]
8 125.358 [0.2924899999999999, 0.5512899999999998] [0.4514688196983951, 0.4391248372732914]
8 130.364 [0.20596666666666655, 0.32511666666666655] [0.4514688196983951, 0.4391248372732914]
8 135.375 [0.20596666666666655, 0.32511666666666655] [0.4514688196983951, 0.4391248372732914]
8 140.474 [0.20596666666666655, 0.32511666666666655] [0.4514688196983951, 0.4391248372732914]
8 145.479 [0.20596666666666655, 0.32511666666666655] [0.4514688196983951, 0.4391248372732914]
8 150.486 [0.20596666666666655, 0.32511666666666655] [0.4514688196983951, 0.4391248372732914]
8 155.494 [0.20596666666666655, 0.32511666666666655] [0.4514688196983951, 0.4391248372732914]
8 160.499 [0.20596666666666655, 0.32511666666666655] [0.4514688196983951, 0.4391248372732914]
8 165.511 [0.20596666666666655, 0.32511666666666655] [0.4514688196983951, 0.4391248372732914]
8 170.512 [0.20596666666666655, 0.32511666666666655] [0.4514688196983951, 0.4391248372732914]
