[2 INFO main 30] Initialising Python Geth Console...
[2 INFO main 34] Initialising RandB board...
[2 INFO main 34] Initialising navigation...
[2 INFO main 34] Initialising random-walk...
[2 INFO main 34] Initialising odometry...
[2 INFO main 34] Initialising ground-sensors...
[2 INFO main 886] --//-- Starting Experiment --//--
[2 INFO main 1986] Idle.IDLE -> Scout.Query | Duration: 18.93
[2 INFO main 5093] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[2 INFO main 6594] Scout.GotoCenter -> Scout.Query | return to random walk
[2 INFO main 7095] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[2 INFO main 7695] Scout.GotoCenter -> Scout.Query | return to random walk
[2 INFO main 8096] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[2 INFO main 8196] Scout.GotoCenter -> Scout.Query | return to random walk
[2 INFO main 9098] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[2 INFO main 9197] Scout.GotoCenter -> Scout.Query | return to random walk
[2 INFO main 10100] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[2 INFO main 10198] Scout.GotoCenter -> Scout.Query | return to random walk
[2 INFO main 11100] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[2 INFO main 11200] Scout.GotoCenter -> Scout.Query | return to random walk
[2 INFO main 12102] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[2 INFO main 12202] Scout.GotoCenter -> Scout.Query | return to random walk
[2 INFO main 13103] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[2 INFO main 13303] Scout.GotoCenter -> Scout.Query | return to random walk
[2 INFO main 14104] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[2 INFO main 14905] Scout.GotoCenter -> Scout.Query | return to random walk
[2 INFO main 15106] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[2 INFO main 15406] Scout.GotoCenter -> Scout.Query | return to random walk
[2 INFO main 16107] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[2 INFO main 16407] Scout.GotoCenter -> Scout.Query | return to random walk
[2 INFO main 17109] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[2 INFO main 17208] Scout.GotoCenter -> Scout.Query | return to random walk
[2 INFO main 18110] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[2 INFO main 18310] Scout.GotoCenter -> Scout.Query | return to random walk
[2 INFO main 19111] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[2 INFO main 19311] Scout.GotoCenter -> Scout.Query | return to random walk
[2 INFO main 19312] Scout.Query -> Scout.Query | return to random walk
