ID TIME pos
5 0.096 [0, 0] [0.4514688196983951, 0.4391248372732914]
5 5.107 [0, 0] [0.4514688196983951, 0.4391248372732914]
5 10.114 [0, 0] [0.4514688196983951, 0.4391248372732914]
5 15.119 [0, 0] [0.4514688196983951, 0.4391248372732914]
5 20.129 [0, 0] [0.4514688196983951, 0.4391248372732914]
5 25.131 [0, 0] [0.4514688196983951, 0.4391248372732914]
5 30.139 [0, 0] [0.4514688196983951, 0.4391248372732914]
5 35.146 [0, 0] [0.4514688196983951, 0.4391248372732914]
5 40.154 [0, 0] [0.4514688196983951, 0.4391248372732914]
5 45.16 [0, 0] [0.4514688196983951, 0.4391248372732914]
5 50.167 [0, 0] [0.4514688196983951, 0.4391248372732914]
5 55.173 [0, 0] [0.4514688196983951, 0.4391248372732914]
5 60.179 [0, 0] [0.4514688196983951, 0.4391248372732914]
5 65.186 [0, 0] [0.4514688196983951, 0.4391248372732914]
5 70.192 [0, 0] [0.4514688196983951, 0.4391248372732914]
5 75.199 [0.4717549999999999, 0.24544999999999995] [0.4514688196983951, 0.4391248372732914]
5 80.204 [0.4717549999999999, 0.24544999999999995] [0.4514688196983951, 0.4391248372732914]
5 85.211 [0.4717549999999999, 0.24544999999999995] [0.4514688196983951, 0.4391248372732914]
5 90.218 [0.4717549999999999, 0.24544999999999995] [0.4514688196983951, 0.4391248372732914]
5 95.224 [0.4717549999999999, 0.24544999999999995] [0.4514688196983951, 0.4391248372732914]
5 100.232 [0.4717549999999999, 0.24544999999999995] [0.4514688196983951, 0.4391248372732914]
5 105.236 [0.4717549999999999, 0.24544999999999995] [0.4514688196983951, 0.4391248372732914]
5 110.239 [0.4717549999999999, 0.24544999999999995] [0.4514688196983951, 0.4391248372732914]
5 115.248 [0.4717549999999999, 0.24544999999999995] [0.4514688196983951, 0.4391248372732914]
5 120.251 [0.4717549999999999, 0.24544999999999995] [0.4514688196983951, 0.4391248372732914]
5 125.254 [0.4717549999999999, 0.24544999999999995] [0.4514688196983951, 0.4391248372732914]
5 130.264 [0.4717549999999999, 0.24544999999999995] [0.4514688196983951, 0.4391248372732914]
5 135.271 [0.4717549999999999, 0.24544999999999995] [0.4514688196983951, 0.4391248372732914]
5 140.279 [0.4717549999999999, 0.24544999999999995] [0.4514688196983951, 0.4391248372732914]
5 145.284 [0.4717549999999999, 0.24544999999999995] [0.4514688196983951, 0.4391248372732914]
5 150.289 [0.4717549999999999, 0.24544999999999995] [0.4514688196983951, 0.4391248372732914]
5 155.295 [0.4717549999999999, 0.24544999999999995] [0.4514688196983951, 0.4391248372732914]
5 160.302 [0.4717549999999999, 0.24544999999999995] [0.4514688196983951, 0.4391248372732914]
5 165.308 [0.4717549999999999, 0.24544999999999995] [0.4514688196983951, 0.4391248372732914]
5 170.317 [0.4717549999999999, 0.24544999999999995] [0.4514688196983951, 0.4391248372732914]
5 175.321 [0.4717549999999999, 0.24544999999999995] [0.4514688196983951, 0.4391248372732914]
5 180.327 [0.4772040000000001, 0.273538] [0.4514688196983951, 0.4391248372732914]
5 185.333 [0.475495, 0.3085516666666667] [0.4514688196983951, 0.4391248372732914]
5 190.341 [0.48874375, 0.32509000000000005] [0.4514688196983951, 0.4391248372732914]
5 195.348 [0.48874375, 0.32509000000000005] [0.4514688196983951, 0.4391248372732914]
5 200.353 [0.495865, 0.37243250000000006] [0.4514688196983951, 0.4391248372732914]
