ID TIME pos
10 5.257 [-0.4474316129337797, -0.2616702833160615] []
10 10.263 [-0.4474316129337797, -0.2616702833160615] []
10 15.338 [-0.4474316129337797, -0.2616702833160615] []
10 20.442 [-0.4474316129337797, -0.2616702833160615] []
10 25.509 [-0.4474316129337797, -0.2616702833160615] []
10 30.57 [-0.4474316129337797, -0.2616702833160615] []
10 111.748 [-0.4474316129337797, -0.2616702833160615] [(-52019, -13553, 1676604223, 1, 10, 100000000000000000000, 80000000000000000000, 0, '0x3662FA93E6C3bcB04B95e5dD7B1266AD9e8A9965', 0, -53368, -15601), (28460, -43795, 1676604193, 0, 2, 20000000000000000000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 28729, -44245)]
10 173.959 [-0.4474316129337797, -0.2616702833160615] [(-52019, -13553, 1676604291, 1, 10, 100000000000000000000, 80000000000000000000, 0, '0x3662FA93E6C3bcB04B95e5dD7B1266AD9e8A9965', 0, -53368, -15601), (28048, -44056, 1676604193, 0, 8, 80000000000000000000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 28729, -44245), (-39257, -31945, 1676604235, 0, 4, 41250000000000000000, 41250000000000000000, 0, '0xd4aEDD30d11907e10B6353e59685BB7Efc14F55D', 1, -39257, -31945)]
10 199.629 [-0.4474316129337797, -0.2616702833160615] [(-52019, -13553, 1676604319, 1, 10, 100000000000000000000, 80000000000000000000, 0, '0x3662FA93E6C3bcB04B95e5dD7B1266AD9e8A9965', 0, -53368, -15601), (28025, -44027, 1676604193, 2, 10, 102500000000000000000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 28729, -44245), (-38280, -31808, 1676604235, 0, 7, 69305555555555555000, 58055555555555555000, 0, '0xd4aEDD30d11907e10B6353e59685BB7Efc14F55D', 1, -39454, -30975)]
10 226.51 [-0.4474316129337797, -0.2616702833160615] [(-52019, -13553, 1676604345, 1, 10, 100000000000000000000, 80000000000000000000, 0, '0x3662FA93E6C3bcB04B95e5dD7B1266AD9e8A9965', 0, -53368, -15601), (28025, -44027, 1676604193, 2, 10, 102500000000000000000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 28729, -44245), (-38004, -31394, 1676604345, 1, 10, 103472222222222220000, 69861111111111110000, 0, '0xd4aEDD30d11907e10B6353e59685BB7Efc14F55D', 1, -39938, -29399)]
10 251.741 [-0.4474316129337797, -0.2616702833160615] [(-52019, -13553, 1676604366, 1, 10, 100000000000000000000, 80000000000000000000, 0, '0x3662FA93E6C3bcB04B95e5dD7B1266AD9e8A9965', 0, -53368, -15601), (28025, -44027, 1676604193, 2, 10, 102500000000000000000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 28729, -44245), (-38004, -31394, 1676604366, 1, 10, 103472222222222220000, 69861111111111110000, 0, '0xd4aEDD30d11907e10B6353e59685BB7Efc14F55D', 1, -39938, -29399), (-44493, -29948, 1676604349, 0, 3, 36011904761904761000, 24206349206349206000, 1, '0xc72B1b70e69D270544369132d53529e37Be87742', 0, -48097, -28657)]
