ID TIME #BLOCKS
8 1.985 1
8 50.985 2
8 69.985 1
8 139.951 2
8 184.984 1
8 288.986 4
8 315.974 1
8 402.014 3
8 427.994 2
8 466.022 1
8 530.023 3
8 610.029 2
8 630.042 1
8 647.047 3
8 717.009 1
8 727.031 2
8 768.019 1
8 816.06 1
8 870.039 2
8 887.021 1
8 901.034 1
8 918.066 1
8 940.048 1
8 987.088 2
8 1005.084 1
8 1035.09 1
8 1204.095 2
8 1266.082 2
8 1350.115 2
8 1382.072 1
8 1421.102 6
8 1498.099 3
8 1561.126 3
8 1581.109 1
8 1608.114 1
8 1644.131 1
8 1782.178 4
8 1805.121 1
8 1827.132 2
8 1885.139 1
8 1898.166 1
