ID TIME TELAPSED TIMESTAMP BLOCK HASH PHASH DIFF TDIFF SIZE TXS UNC PENDING QUEUED
8 4.951 4.314544200897217 1636365718 1 0x328b2832026338e99a1b7363d5362b616f2184b22d3cef73f1a15c5384cb062c 0x06e323e4292ad7bc2930067379f19957cbfb538813c736677572a333423497e5 1 2 610 0 0
8 49.929 49.30145621299744 1636365718 1 0xac176a006da79abfb28d595eec963553f3c63f67f54906b590487509d636d92c 0x06e323e4292ad7bc2930067379f19957cbfb538813c736677572a333423497e5 1 2 610 0 0
8 51.002 35.238723278045654 1636365733 2 0x73e39753812c9591c27289db55795571b19830360e66185117c8f07876d45e8d 0xac176a006da79abfb28d595eec963553f3c63f67f54906b590487509d636d92c 1 3 824 2 0
8 51.046 21.278252601623535 1636365748 3 0x0cae65ebae39b3103af3891e2dd036b622ce693814b478d29df630052cb75c1c 0x73e39753812c9591c27289db55795571b19830360e66185117c8f07876d45e8d 1 4 824 2 0
8 56.004 6.1864094734191895 1636365768 4 0xe491f0387e9c50d3f3309912883b827a71efe4ba6b588a480f6809088159bb01 0x0cae65ebae39b3103af3891e2dd036b622ce693814b478d29df630052cb75c1c 1 5 1035 4 0
8 126.076 75.30767822265625 1636365769 4 0x1c2909fd2199e909a8af4d17a324e15eae2a642f0636558917067a091ed9a3ec 0x815c6f3db30a2a6dfb30c1c9754543f69d40eac9aa73f14473dbae9476c0a84c 2 6 610 0 0
8 132.069 4.245673179626465 1636365846 5 0x663ed0ee821fe761372c5eca1a78829d52f52a1ef3aa2b51ea35ff1b45ed994e 0x1c2909fd2199e909a8af4d17a324e15eae2a642f0636558917067a091ed9a3ec 1 7 2400 17 0
8 223.958 156.3102512359619 1636365785 5 0x077cc758c3e25ef0371b1d40587c02ad523d320e5ca32eed15402698d1ff7db0 0x0cbd8310dc9b18fe937ed58380d53bd91b8b412a7aa8c0c85ec7d26912df09d9 1 7 1035 4 0
8 224.958 140.23469305038452 1636365802 6 0x7f3afd13372e43a3a1331d7cc64f3518999f62e67baa712eaedbab5c451d84e8 0x077cc758c3e25ef0371b1d40587c02ad523d320e5ca32eed15402698d1ff7db0 1 8 1333 6 0
8 225.059 116.27105021476746 1636365827 7 0xa800a6d14428d139a36f9c8967054217dd6d8bbc68c93dd72e3ca72e98fda0c8 0x7f3afd13372e43a3a1331d7cc64f3518999f62e67baa712eaedbab5c451d84e8 1 9 1035 4 0
