ID TIME pos
3 5.099 [0.4105151752968675, -0.3727422656972347] []
3 10.166 [0.4105151752968675, -0.3727422656972347] [(-44488, 31018, 1676579367, 0, 1, 10000000000000000000, 10000000000000000000, 0, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, -44488, 31018)]
3 40.387 [0.4105151752968675, -0.3727422656972347] [(-43790, 30739, 1676579367, 0, 3, 30000000000000000000, 10000000000000000000, 0, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, -44488, 31018)]
3 65.979 [0.4105151752968675, -0.3727422656972347] [(-42090, 32790, 1676579367, 0, 9, 90000000000000000000, 20000000000000000000, 0, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, -35191, 37974)]
3 71.112 [0.4105151752968675, -0.3727422656972347] [(-42413, 32662, 1676579367, 2, 10, 100000000000000000000, 20000000000000000000, 0, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, -35191, 37974)]
3 76.121 [0.4105151752968675, -0.3727422656972347] [(-42413, 32662, 1676579367, 2, 10, 100000000000000000000, 20000000000000000000, 0, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, -35191, 37974)]
3 81.267 [0.4105151752968675, -0.3727422656972347] [(-42413, 32662, 1676579367, 2, 10, 100000000000000000000, 20000000000000000000, 0, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, -35191, 37974)]
3 86.269 [0.4105151752968675, -0.3727422656972347] [(-42413, 32662, 1676579367, 2, 10, 100000000000000000000, 20000000000000000000, 0, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, -35191, 37974)]
3 91.301 [0.4105151752968675, -0.3727422656972347] [(-42413, 32662, 1676579367, 2, 10, 100000000000000000000, 20000000000000000000, 0, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, -35191, 37974), (-37905, 44957, 1676579445, 0, 1, 10000000000000000000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, -37905, 44957), (1937, -13807, 1676579447, 0, 1, 10000000000000000000, 10000000000000000000, 0, '0x05d6edC4ff8ef40321aBCf7886Bc606ed13327b0', 0, 1937, -13807)]
3 105.425 [0.4105151752968675, -0.3727422656972347] [(-42413, 32662, 1676579367, 2, 10, 100000000000000000000, 20000000000000000000, 0, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, -35191, 37974), (-38363, 40013, 1676579445, 0, 3, 25000000000000000000, 15000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, -33901, 44948), (1937, -13807, 1676579447, 0, 1, 10000000000000000000, 10000000000000000000, 0, '0x05d6edC4ff8ef40321aBCf7886Bc606ed13327b0', 0, 1937, -13807)]
3 130.995 [0.4105151752968675, -0.3727422656972347] [(-42413, 32662, 1676579367, 2, 10, 100000000000000000000, 20000000000000000000, 0, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, -35191, 37974), (-37863, 43496, 1676579445, 0, 8, 80000000000000000000, 15000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, -33901, 44948), (1937, -13807, 1676579447, 0, 1, 10000000000000000000, 10000000000000000000, 0, '0x05d6edC4ff8ef40321aBCf7886Bc606ed13327b0', 0, 1937, -13807)]
3 183.605 [0.4105151752968675, -0.3727422656972347] [(-42413, 32662, 1676579367, 2, 10, 100000000000000000000, 20000000000000000000, 0, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, -35191, 37974), (-37908, 43703, 1676579445, 2, 10, 101250000000000000000, 15000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, -33901, 44948), (1207, -13077, 1676579447, 0, 3, 30937500000000000000, 10000000000000000000, 0, '0x05d6edC4ff8ef40321aBCf7886Bc606ed13327b0', 0, 1937, -13807)]
3 212.589 [0.4105151752968675, -0.3727422656972347] [(-42413, 32662, 1676579367, 2, 10, 100000000000000000000, 20000000000000000000, 0, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, -35191, 37974), (-37908, 43703, 1676579445, 2, 10, 101250000000000000000, 15000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, -33901, 44948), (1441, -13950, 1676579447, 2, 9, 102812500000000000000, 10000000000000000000, 0, '0x05d6edC4ff8ef40321aBCf7886Bc606ed13327b0', 0, 1937, -13807)]
3 254.974 [0.4105151752968675, -0.3727422656972347] [(-42413, 32662, 1676579367, 2, 10, 100000000000000000000, 20000000000000000000, 0, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, -35191, 37974), (-37908, 43703, 1676579445, 2, 10, 101250000000000000000, 15000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, -33901, 44948), (1441, -13950, 1676579447, 2, 9, 102812500000000000000, 10000000000000000000, 0, '0x05d6edC4ff8ef40321aBCf7886Bc606ed13327b0', 0, 1937, -13807), (42076, -35090, 1676579571, 0, 5, 59687500000000000000, 59687500000000000000, 1, '0x26CbcaC5281B6E159bc3e6C7400AF25fA46F246B', 0, 42076, -35090), (-38136, 39375, 1676579603, 0, 3, 12500000000000000000, 12500000000000000000, 0, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0, -38136, 39375)]
3 305.407 [0.4105151752968675, -0.3727422656972347] [(-42413, 32662, 1676579367, 2, 10, 100000000000000000000, 20000000000000000000, 0, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, -35191, 37974), (-37908, 43703, 1676579445, 2, 10, 101250000000000000000, 15000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, -33901, 44948), (1441, -13950, 1676579447, 2, 9, 102812500000000000000, 10000000000000000000, 0, '0x05d6edC4ff8ef40321aBCf7886Bc606ed13327b0', 0, 1937, -13807), (42556, -35418, 1676579653, 1, 8, 96562500000000000000, 83750000000000000000, 1, '0x26CbcaC5281B6E159bc3e6C7400AF25fA46F246B', 0, 41996, -35359), (-33385, 41784, 1676579603, 0, 5, 29977678571428571000, 12500000000000000000, 0, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0, -38136, 39375)]
3 340.857 [0.4105151752968675, -0.3727422656972347] [(-42413, 32662, 1676579367, 2, 10, 100000000000000000000, 20000000000000000000, 0, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, -35191, 37974), (-37908, 43703, 1676579445, 2, 10, 101250000000000000000, 15000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, -33901, 44948), (1441, -13950, 1676579447, 2, 9, 102812500000000000000, 10000000000000000000, 0, '0x05d6edC4ff8ef40321aBCf7886Bc606ed13327b0', 0, 1937, -13807), (42556, -35418, 1676579695, 1, 8, 96562500000000000000, 83750000000000000000, 1, '0x26CbcaC5281B6E159bc3e6C7400AF25fA46F246B', 0, 41996, -35359), (-36518, 39492, 1676579603, 2, 11, 100044642857142855000, 12500000000000000000, 0, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0, -38136, 39375)]
3 345.975 [0.4105151752968675, -0.3727422656972347] [(-42413, 32662, 1676579367, 2, 10, 100000000000000000000, 20000000000000000000, 0, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, -35191, 37974), (-37908, 43703, 1676579445, 2, 10, 101250000000000000000, 15000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, -33901, 44948), (1441, -13950, 1676579447, 2, 9, 102812500000000000000, 10000000000000000000, 0, '0x05d6edC4ff8ef40321aBCf7886Bc606ed13327b0', 0, 1937, -13807), (42556, -35418, 1676579695, 1, 8, 96562500000000000000, 83750000000000000000, 1, '0x26CbcaC5281B6E159bc3e6C7400AF25fA46F246B', 0, 41996, -35359), (-36518, 39492, 1676579603, 2, 11, 100044642857142855000, 12500000000000000000, 0, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0, -38136, 39375)]
