ID TIME pos
10 0.096 [0, 0] [0.4514688196983951, 0.4391248372732914]
10 5.106 [0, 0] [0.4514688196983951, 0.4391248372732914]
10 10.118 [0, 0] [0.4514688196983951, 0.4391248372732914]
10 15.119 [0, 0] [0.4514688196983951, 0.4391248372732914]
10 20.129 [0, 0] [0.4514688196983951, 0.4391248372732914]
10 25.135 [0, 0] [0.4514688196983951, 0.4391248372732914]
10 30.141 [0, 0] [0.4514688196983951, 0.4391248372732914]
10 35.143 [0, 0] [0.4514688196983951, 0.4391248372732914]
10 40.156 [0, 0] [0.4514688196983951, 0.4391248372732914]
10 45.156 [0, 0] [0.4514688196983951, 0.4391248372732914]
10 50.167 [0, 0] [0.4514688196983951, 0.4391248372732914]
10 55.172 [0, 0] [0.4514688196983951, 0.4391248372732914]
10 60.177 [0, 0] [0.4514688196983951, 0.4391248372732914]
10 65.185 [0, 0] [0.4514688196983951, 0.4391248372732914]
10 70.194 [0, 0] [0.4514688196983951, 0.4391248372732914]
10 75.201 [0, 0] [0.4514688196983951, 0.4391248372732914]
10 80.205 [0, 0] [0.4514688196983951, 0.4391248372732914]
10 85.214 [0, 0] [0.4514688196983951, 0.4391248372732914]
10 90.217 [0, 0] [0.4514688196983951, 0.4391248372732914]
10 95.227 [0, 0] [0.4514688196983951, 0.4391248372732914]
10 100.233 [0, 0] [0.4514688196983951, 0.4391248372732914]
10 105.236 [0, 0] [0.4514688196983951, 0.4391248372732914]
10 110.338 [0, 0] [0.4514688196983951, 0.4391248372732914]
10 115.346 [0, 0] [0.4514688196983951, 0.4391248372732914]
10 120.352 [0, 0] [0.4514688196983951, 0.4391248372732914]
10 125.363 [0.43394999999999984, 0.4130699999999998] [0.4514688196983951, 0.4391248372732914]
10 130.368 [0.43366000000000016, 0.4121800000000002] [0.4514688196983951, 0.4391248372732914]
10 135.374 [0.43366000000000016, 0.4121800000000002] [0.4514688196983951, 0.4391248372732914]
10 140.386 [0.34044748309908546, 0.49759660656036875] [0.4514688196983951, 0.4391248372732914]
10 145.387 [0.3671824830990854, 0.49487160656036866] [0.4514688196983951, 0.4391248372732914]
10 150.392 [0.40559498873272354, 0.4707244043735792] [0.4514688196983951, 0.4391248372732914]
10 155.4 [0.40559498873272354, 0.4707244043735792] [0.4514688196983951, 0.4391248372732914]
10 160.406 [0.4427562415495427, 0.4485433032801843] [0.4514688196983951, 0.4391248372732914]
10 165.409 [0.4427562415495427, 0.4485433032801843] [0.4514688196983951, 0.4391248372732914]
10 170.418 [0.4427562415495427, 0.4485433032801843] [0.4514688196983951, 0.4391248372732914]
10 175.422 [0.43985374154954265, 0.45824080328018424] [0.4514688196983951, 0.4391248372732914]
10 180.428 [0.4603829932396343, 0.44428464262414746] [0.4514688196983951, 0.4391248372732914]
10 185.434 [0.4603829932396343, 0.44428464262414746] [0.4514688196983951, 0.4391248372732914]
10 190.441 [0.4602189932396342, 0.4443706426241474] [0.4514688196983951, 0.4391248372732914]
10 195.451 [0.4602189932396342, 0.4443706426241474] [0.4514688196983951, 0.4391248372732914]
10 200.454 [0.4602189932396342, 0.4443706426241474] [0.4514688196983951, 0.4391248372732914]
10 205.463 [0.4602189932396342, 0.4443706426241474] [0.4514688196983951, 0.4391248372732914]
10 210.47 [0.4602189932396342, 0.4443706426241474] [0.4514688196983951, 0.4391248372732914]
10 215.475 [0.4602189932396342, 0.4443706426241474] [0.4514688196983951, 0.4391248372732914]
10 220.481 [0.4602189932396342, 0.4443706426241474] [0.4514688196983951, 0.4391248372732914]
10 225.487 [0.4602189932396342, 0.4443706426241474] [0.4514688196983951, 0.4391248372732914]
