ID TIME pos
15 0.093 [0, 0] [0.17429720198973475, -0.24724329663361827]
15 5.104 [0, 0] [0.17429720198973475, -0.24724329663361827]
15 10.119 [0, 0] [0.17429720198973475, -0.24724329663361827]
15 15.22 [0, 0] [0.17429720198973475, -0.24724329663361827]
15 20.227 [0, 0] [0.17429720198973475, -0.24724329663361827]
15 25.229 [0, 0] [0.17429720198973475, -0.24724329663361827]
15 30.244 [0, 0] [0.17429720198973475, -0.24724329663361827]
15 35.34 [0, 0] [0.17429720198973475, -0.24724329663361827]
15 40.346 [0, 0] [0.17429720198973475, -0.24724329663361827]
15 45.351 [0.20549000000000017, -0.21101999999999999] [0.17429720198973475, -0.24724329663361827]
15 50.365 [0.20215000000000005, -0.220985] [0.17429720198973475, -0.24724329663361827]
15 55.373 [0.20214, -0.221005] [0.17429720198973475, -0.24724329663361827]
15 60.377 [0.202075, -0.22109] [0.17429720198973475, -0.24724329663361827]
15 65.384 [0.202075, -0.22109] [0.17429720198973475, -0.24724329663361827]
15 70.392 [0.20289333333333337, -0.22271666666666667] [0.17429720198973475, -0.24724329663361827]
15 75.401 [0.20315250000000007, -0.22470250000000003] [0.17429720198973475, -0.24724329663361827]
15 80.403 [0.19364000000000003, -0.22171499999999997] [0.17429720198973475, -0.24724329663361827]
15 85.409 [0.19359333333333337, -0.22447166666666662] [0.17429720198973475, -0.24724329663361827]
15 90.415 [0.19446375000000005, -0.22969749999999997] [0.17429720198973475, -0.24724329663361827]
15 95.422 [0.1961425, -0.2295625] [0.17429720198973475, -0.24724329663361827]
15 100.431 [0.20046222222222218, -0.2310588888888889] [0.17429720198973475, -0.24724329663361827]
15 105.437 [0.18810400591665594, -0.2368439691024194] [0.17429720198973475, -0.24724329663361827]
15 110.532 [0.18401636901514182, -0.2366436082749267] [0.17429720198973475, -0.24724329663361827]
15 115.539 [0.1839536417424145, -0.23657360827492677] [0.17429720198973475, -0.24724329663361827]
15 120.558 [0.1856066715972133, -0.23602164091868283] [0.17429720198973475, -0.24724329663361827]
15 125.561 [0.18554333826387995, -0.23601330758534952] [0.17429720198973475, -0.24724329663361827]
15 130.567 [0.1855425049305466, -0.23601164091868285] [0.17429720198973475, -0.24724329663361827]
15 135.58 [0.1855425049305466, -0.23601164091868285] [0.17429720198973475, -0.24724329663361827]
15 140.585 [0.1855425049305466, -0.23601164091868285] [0.17429720198973475, -0.24724329663361827]
15 145.691 [0.1855425049305466, -0.23601164091868285] [0.17429720198973475, -0.24724329663361827]
15 150.789 [0.18582083826387993, -0.23586497425201616] [0.17429720198973475, -0.24724329663361827]
15 155.793 [0.1858225049305466, -0.23586414091868288] [0.17429720198973475, -0.24724329663361827]
15 160.803 [0.1858225049305466, -0.23586414091868288] [0.17429720198973475, -0.24724329663361827]
15 165.809 [0.1857600049305466, -0.23586997425201614] [0.17429720198973475, -0.24724329663361827]
15 170.816 [0.1858550049305466, -0.23599330758534953] [0.17429720198973475, -0.24724329663361827]
15 175.821 [0.18771077378204298, -0.23572228392493796] [0.17429720198973475, -0.24724329663361827]
15 180.828 [0.18771077378204298, -0.23572228392493796] [0.17429720198973475, -0.24724329663361827]
15 185.834 [0.1871100045512738, -0.23570689930955332] [0.17429720198973475, -0.24724329663361827]
15 190.842 [0.1871100045512738, -0.23570689930955332] [0.17429720198973475, -0.24724329663361827]
15 195.848 [0.1871100045512738, -0.23570689930955332] [0.17429720198973475, -0.24724329663361827]
15 200.856 [0.1875446199358892, -0.23533305315570718] [0.17429720198973475, -0.24724329663361827]
15 205.863 [0.18738692762819692, -0.23527228392493799] [0.17429720198973475, -0.24724329663361827]
15 210.874 [0.18743308147435075, -0.23519689930955337] [0.17429720198973475, -0.24724329663361827]
15 215.874 [0.18743308147435075, -0.23519613007878418] [0.17429720198973475, -0.24724329663361827]
15 220.881 [0.18743308147435075, -0.23519613007878418] [0.17429720198973475, -0.24724329663361827]
15 225.892 [0.18743308147435075, -0.23519613007878418] [0.17429720198973475, -0.24724329663361827]
15 230.894 [0.18743308147435075, -0.23519613007878418] [0.17429720198973475, -0.24724329663361827]
15 235.904 [0.18743308147435075, -0.23519613007878418] [0.17429720198973475, -0.24724329663361827]
