ID TIME MB
4 0.512 150646
4 10.653 163908
4 20.738 168096
4 30.805 169143
4 40.861 170190
4 50.963 177526
4 61.082 193207
4 71.213 197395
4 81.382 205582
4 91.548 210817
4 101.65 213958
4 111.751 217099
4 121.79 217099
4 131.894 226553
4 142.026 234733
4 152.14 240826
4 162.307 247304
4 172.392 251296
4 182.43 251296
4 192.476 251296
4 202.563 270345
4 212.737 279572
4 222.827 285462
4 232.945 291747
4 243.091 302498
4 253.144 308002
4 263.241 311802
4 273.427 328013
4 283.567 335552
4 293.653 341840
4 303.739 349838
4 313.789 354034
4 323.899 357181
4 333.952 358230
4 344.027 361377
4 354.185 378027
4 364.302 386223
4 374.469 394811
4 384.556 402388
4 394.734 407437
4 404.794 408486
4 414.849 412682
4 424.962 421074
4 435.147 428025
4 445.27 434130
4 455.425 440424
4 465.525 445473
4 475.703 450723
4 485.839 456169
4 495.973 464569
4 506.115 469826
4 516.282 475076
4 526.344 480984
4 536.523 490896
4 546.593 493850
4 556.745 510765
4 566.846 516015
4 576.921 521265
4 587.089 527761
4 597.166 529861
4 607.224 531970
4 617.32 539327
4 627.48 550723
4 637.597 557884
4 647.787 564197
4 657.913 569452
4 668.009 573656
4 678.075 581056
4 688.185 591566
4 698.329 597683
4 708.457 610954
4 718.518 613252
4 728.637 624029
4 738.832 633691
4 748.903 634742
4 758.948 634742
4 768.989 635793
4 779.084 652609
4 789.156 656813
4 799.278 665691
4 809.404 670750
4 819.448 670750
4 829.489 670750
4 839.613 681260
4 849.812 694130
4 859.909 700835
4 870.045 706090
4 880.087 706090
4 890.131 706090
