ID TIME #BLOCKS
3 5.096 1
3 17.057 1
3 61.061 1
3 74.069 1
3 91.057 5
3 128.07 1
3 165.068 2
3 171.076 1
3 223.057 1
3 298.034 4
3 332.109 2
3 378.137 2
3 501.111 3
3 508.051 1
3 577.072 2
3 649.069 4
3 666.107 1
3 682.115 1
3 726.096 1
3 773.13 1
3 837.133 3
3 843.133 1
3 924.132 1
3 928.154 1
3 960.133 4
3 972.119 1
3 1074.155 2
3 1084.15 2
3 1089.161 1
3 1095.152 2
3 1100.156 1
3 1142.154 2
3 1237.164 4
3 1260.162 2
3 1288.18 1
3 1306.181 1
3 1344.192 1
3 1398.138 1
3 1500.169 2
3 1534.185 5
3 1565.199 1
3 1583.219 1
3 1704.217 5
3 1713.225 1
3 1757.192 2
3 1762.253 1
3 1774.332 1
3 1784.226 1
3 1806.239 1
3 1813.241 1
3 1941.237 4
3 1983.266 4
3 2046.262 1
3 2068.268 1
3 2111.227 2
3 2183.29 3
3 2197.28 3
3 2220.253 2
3 2226.258 1
3 2233.272 1
3 2249.283 1
3 2278.277 1
3 2313.314 1
3 2341.296 1
3 2402.296 4
3 2501.328 5
3 2509.311 1
3 2565.321 1
3 2597.325 2
3 2606.315 1
3 2709.351 3
3 2746.34 2
3 2771.352 1
3 2802.333 4
3 2918.36 3
3 2929.35 1
3 2954.348 1
3 2964.367 1
3 2976.362 1
3 3006.372 1
3 3015.367 1
3 3075.382 2
3 3128.373 1
3 3143.386 1
3 3157.394 1
3 3167.381 1
3 3255.399 3
3 3316.47 1
3 3442.434 7
3 3508.37 3
3 3521.378 1
3 3538.416 1
3 3627.446 1
3 3633.43 1
3 3672.438 4
3 3680.43 1
3 3692.497 1
3 3759.438 1
3 3773.466 1
3 3815.407 1
3 3904.456 1
3 3954.462 7
3 4056.438 6
3 4062.441 1
3 4078.588 2
3 4085.454 1
3 4138.45 2
3 4154.449 1
3 4196.471 1
3 4200.478 1
3 4224.458 1
3 4241.462 1
3 4294.504 1
3 4316.502 1
3 4373.567 2
3 4404.534 3
3 4437.506 1
3 4481.594 1
3 4583.527 4
3 4592.514 1
3 4615.507 2
3 4725.592 2
3 4732.554 1
3 4885.551 4
3 4933.669 4
3 5022.578 2
3 5052.648 1
3 5107.562 1
3 5123.605 1
3 5152.548 1
3 5174.538 4
3 5181.567 1
3 5243.601 2
3 5248.601 1
3 5270.617 1
3 5281.595 1
3 5295.64 1
3 5301.574 1
3 5409.707 4
3 5431.619 2
3 5436.618 1
3 5542.679 5
3 5556.622 1
3 5630.666 2
3 5664.691 1
3 5754.627 3
3 5780.622 1
3 5837.659 2
3 5896.644 1
3 5914.645 2
3 5935.651 1
3 5969.672 1
3 6027.705 2
3 6033.663 1
3 6091.661 1
3 6095.676 1
3 6137.699 3
3 6211.695 3
3 6231.708 1
3 6247.7 1
3 6311.709 2
3 6348.689 1
3 6361.738 2
3 6367.717 1
3 6515.724 3
3 6532.746 1
3 6584.695 2
3 6638.736 1
3 6691.776 5
3 6707.752 1
3 6723.777 1
3 6783.756 3
3 6826.775 1
3 6843.766 1
3 7069.79 10
3 7081.786 1
3 7154.821 4
3 7218.806 4
3 7228.786 1
3 7263.812 2
3 7273.8 1
3 7383.814 3
3 7390.823 1
3 7453.824 3
3 7460.841 1
3 7532.84 1
3 7560.847 1
3 7564.835 1
3 7611.851 3
3 7671.85 1
3 7724.856 1
3 7773.863 2
3 7778.881 1
3 7799.886 1
3 7824.869 2
3 7829.878 1
3 7865.865 1
3 7905.882 2
3 7963.893 2
3 8010.876 4
3 8055.912 1
3 8061.905 1
3 8144.922 2
3 8150.892 1
3 8233.88 4
3 8241.922 1
3 8301.926 1
3 8306.923 1
3 8419.951 3
3 8478.941 4
3 8485.95 1
3 8584.924 1
3 8690.98 4
3 8699.967 1
3 8802.995 6
3 8813.981 1
3 8847.992 1
3 8864.0 1
3 8882.999 1
3 8932.999 1
3 8936.991 1
3 8987.0 1
3 9093.005 3
3 9114.024 3
3 9129.981 1
3 9148.008 2
3 9204.984 1
3 9209.983 1
3 9228.098 1
3 9396.032 6
3 9406.012 1
3 9425.019 2
3 9430.031 1
3 9523.038 5
3 9556.029 1
3 9579.045 1
3 9652.057 3
3 9663.053 1
3 9674.065 1
3 9711.034 1
3 9724.062 1
3 9785.062 1
3 9795.034 1
3 9812.086 1
3 9858.056 3
3 9863.058 1
3 9903.045 1
3 9971.101 3
3 9977.076 1
3 9997.09 1
