[11 INFO main 30] Initialising Python Geth Console...
[11 INFO main 33] Initialising RandB board...
[11 INFO main 33] Initialising navigation...
[11 INFO main 33] Initialising random-walk...
[11 INFO main 33] Initialising odometry...
[11 INFO main 33] Initialising ground-sensors...
[11 INFO main 458] --//-- Starting Experiment --//--
[11 INFO main 1569] Idle.IDLE -> Scout.Query | Duration: 21.03
[11 INFO main 116815] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[11 INFO main 130323] Scout.GotoCenter -> Scout.Query | return to random walk
[11 INFO main 130627] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[11 INFO main 132825] Scout.GotoCenter -> Scout.Query | return to random walk
[11 INFO main 133631] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[11 INFO main 134132] Scout.GotoCenter -> Scout.Query | return to random walk
[11 INFO main 134633] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[11 INFO main 135233] Scout.GotoCenter -> Scout.Query | return to random walk
[11 INFO main 135633] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[11 INFO main 136833] Scout.GotoCenter -> Scout.Query | return to random walk
[11 INFO main 137740] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[11 INFO main 138032] Scout.GotoCenter -> Scout.Query | return to random walk
[11 INFO main 138742] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[11 INFO main 138834] Scout.GotoCenter -> Scout.Query | return to random walk
[11 INFO main 139836] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[11 INFO main 140635] Scout.GotoCenter -> Scout.Query | return to random walk
[11 INFO main 140844] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[11 INFO main 141335] Scout.GotoCenter -> Scout.Query | return to random walk
[11 INFO main 141937] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[11 INFO main 142544] Scout.GotoCenter -> Scout.Query | return to random walk
[11 INFO main 142941] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[11 INFO main 143240] Scout.GotoCenter -> Scout.Query | return to random walk
[11 INFO main 143240] Scout.Query -> Scout.Query | return to random walk
