ID TIME %RAM %CPU
1 0.003 37.7 15.4
1 7.009 37.8 8.7
1 13.033 37.8 8.1
1 20.023 37.8 7.9
1 26.013 37.8 8.1
1 31.029 37.9 7.9
1 36.079 37.9 11.2
1 43.057 37.9 8.7
1 50.021 37.9 7.9
1 56.019 37.9 8.8
1 62.022 37.9 8.4
1 67.045 37.9 9.6
1 73.073 38.0 10.7
1 80.035 38.0 9.1
1 86.054 38.2 11.6
1 92.081 38.0 9.1
1 98.062 37.7 11.1
1 104.059 37.7 9.1
1 110.042 37.7 9.0
1 116.019 37.7 9.2
1 121.063 37.7 9.7
1 128.043 37.7 8.7
1 134.035 37.7 8.7
1 139.035 37.7 9.1
1 144.065 37.8 8.8
1 150.016 37.8 8.8
1 156.055 37.8 8.9
1 161.062 37.8 8.3
1 167.064 37.8 11.6
1 172.07 37.9 10.1
1 178.047 37.9 10.9
1 184.091 38.2 11.0
1 190.054 38.1 10.6
1 195.069 37.9 16.5
1 201.025 40.4 31.4
1 206.067 41.2 28.8
1 212.065 41.3 18.9
1 219.058 41.2 13.8
1 225.069 41.3 11.9
1 232.042 41.2 9.4
1 238.088 41.2 10.5
1 246.027 41.2 9.0
1 251.035 41.2 9.9
1 256.086 41.2 9.8
1 262.042 41.2 9.2
1 269.039 41.2 8.7
1 277.081 41.3 9.2
1 282.1 41.2 12.9
1 288.062 41.2 9.0
1 294.073 41.3 18.2
1 306.041 41.2 13.0
1 313.033 41.3 9.3
1 323.059 41.3 8.4
1 330.067 41.3 8.4
1 337.082 41.3 9.5
1 343.083 41.3 9.3
1 351.061 41.3 8.2
1 357.083 41.4 8.9
1 363.08 41.4 8.6
1 371.066 41.4 8.3
1 377.039 41.4 9.0
1 384.073 41.4 8.3
1 390.08 41.5 9.3
1 397.073 41.5 8.1
1 402.089 41.5 9.6
1 411.064 41.5 9.4
1 416.089 41.5 9.0
1 424.086 41.5 9.0
1 432.064 41.5 9.3
1 439.058 41.6 8.8
1 446.084 41.6 9.5
1 451.098 41.6 9.1
1 457.082 41.6 9.3
1 462.099 41.6 9.9
1 468.055 41.6 8.3
