[10 INFO main 52] Initialising Python Geth Console...
[10 INFO main 56] Initialising RandB board...
[10 INFO main 56] Initialising navigation...
[10 INFO main 56] Initialising random-walk...
[10 INFO main 56] Initialising odometry...
[10 INFO main 57] Initialising ground-sensors...
[10 INFO main 342] --//-- Starting Experiment --//--
[10 INFO main 1441] Idle.IDLE -> Scout.Query | Duration: 21.14
[10 INFO main 17166] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[10 INFO main 30580] Scout.GotoCenter -> Scout.Query | return to random walk
[10 INFO main 35686] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[10 INFO main 36096] Scout.GotoCenter -> Scout.Query | return to random walk
[10 INFO main 46104] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[10 INFO main 49010] Scout.GotoCenter -> Scout.Query | return to random walk
[10 INFO main 54415] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[10 INFO main 55312] Scout.GotoCenter -> Scout.Query | Back to normal
[10 INFO main 61519] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[10 INFO main 87754] Scout.GotoCenter -> Scout.Query | return to random walk
[10 INFO main 111076] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[10 INFO main 121093] Scout.GotoCenter -> Scout.Query | return to random walk
[10 INFO main 153636] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[10 INFO main 182380] Scout.GotoCenter -> Scout.Query | return to random walk
[10 INFO main 193097] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[10 INFO main 198197] Scout.GotoCenter -> Scout.Query | return to random walk
[10 INFO main 198503] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[10 INFO main 200601] Scout.GotoCenter -> Scout.Query | return to random walk
[10 INFO main 200601] Scout.Query -> Scout.Query | Back to normal
[10 INFO main 205706] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[10 INFO main 210017] Scout.GotoCenter -> Scout.Query | return to random walk
[10 INFO main 212913] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[10 INFO main 213320] Scout.GotoCenter -> Scout.Query | return to random walk
[10 INFO main 294124] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[10 INFO main 304339] Scout.GotoCenter -> Scout.Query | return to random walk
[10 INFO main 313951] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[10 INFO main 321958] Scout.GotoCenter -> Scout.Query | return to random walk
[10 INFO main 332882] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[10 INFO main 340487] Scout.GotoCenter -> Scout.Query | return to random walk
[10 INFO main 347699] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[10 INFO main 354093] Scout.GotoCenter -> Scout.Query | return to random walk
[10 INFO main 387542] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[10 INFO main 405466] Scout.GotoCenter -> Scout.Query | return to random walk
[10 INFO main 417579] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[10 INFO main 418080] Scout.GotoCenter -> Scout.Query | return to random walk
[10 INFO main 436916] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[10 INFO main 446418] Scout.GotoCenter -> Scout.Query | return to random walk
[10 INFO main 447324] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[10 INFO main 450223] Scout.GotoCenter -> Scout.Query | return to random walk
[10 INFO main 454533] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[10 INFO main 459640] Scout.GotoCenter -> Scout.Query | return to random walk
[10 INFO main 499196] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[10 INFO main 509808] Scout.GotoCenter -> Scout.Query | return to random walk
