ID TIME pos
10 0.096 [0, 0] [-0.3627042145495745, -0.3886294839370129]
10 5.105 [-0.23429999999999995, -0.27742] [-0.3627042145495745, -0.3886294839370129]
10 10.118 [-0.23429999999999995, -0.27742] [-0.3627042145495745, -0.3886294839370129]
10 15.119 [-0.23868060983965625, -0.454799610799199] [-0.3627042145495745, -0.3886294839370129]
10 20.224 [-0.2576128049198281, -0.41630230539959945] [-0.3627042145495745, -0.3886294839370129]
10 25.227 [-0.2639228049198281, -0.41088230539959947] [-0.3627042145495745, -0.3886294839370129]
10 30.235 [-0.2639878049198281, -0.4108048053995995] [-0.3627042145495745, -0.3886294839370129]
10 35.241 [-0.27064530491982813, -0.41407980539959954] [-0.3627042145495745, -0.3886294839370129]
10 40.258 [-0.2693953049198281, -0.4135173053995995] [-0.3627042145495745, -0.3886294839370129]
10 45.356 [-0.27676280491982813, -0.41491230539959945] [-0.3627042145495745, -0.3886294839370129]
10 50.363 [-0.2799903049198281, -0.41593230539959947] [-0.3627042145495745, -0.3886294839370129]
10 55.374 [-0.2927618699465521, -0.40330653693306634] [-0.3627042145495745, -0.3886294839370129]
10 60.377 [-0.2926452032798854, -0.40294487026639964] [-0.3627042145495745, -0.3886294839370129]
10 65.384 [-0.29268186994655204, -0.4029565369330663] [-0.3627042145495745, -0.3886294839370129]
10 70.385 [-0.2989387456684732, -0.4048413173711997] [-0.3627042145495745, -0.3886294839370129]
10 75.394 [-0.2993501742399018, -0.4047313173711998] [-0.3627042145495745, -0.3886294839370129]
10 80.399 [-0.2993501742399018, -0.4047313173711998] [-0.3627042145495745, -0.3886294839370129]
10 85.403 [-0.2989344599541875, -0.40432846022834257] [-0.3627042145495745, -0.3886294839370129]
10 90.412 [-0.2982901742399018, -0.4033584602283426] [-0.3627042145495745, -0.3886294839370129]
10 95.416 [-0.2982901742399018, -0.4033584602283426] [-0.3627042145495745, -0.3886294839370129]
10 100.424 [-0.29772731709704464, -0.4043456030854854] [-0.3627042145495745, -0.3886294839370129]
10 105.428 [-0.29781160281133034, -0.40436988879977115] [-0.3627042145495745, -0.3886294839370129]
10 110.433 [-0.2978658885256161, -0.4045084602283426] [-0.3627042145495745, -0.3886294839370129]
10 115.439 [-0.3031526524599141, -0.40723240269979977] [-0.3627042145495745, -0.3886294839370129]
10 120.445 [-0.3118490244088125, -0.4084021357331553] [-0.3627042145495745, -0.3886294839370129]
10 125.454 [-0.3132901355199237, -0.40920213573315534] [-0.3627042145495745, -0.3886294839370129]
10 130.462 [-0.31412569107547916, -0.410948802399822] [-0.3627042145495745, -0.3886294839370129]
10 135.467 [-0.31372013551992367, -0.4105643579553775] [-0.3627042145495745, -0.3886294839370129]
