[3 INFO main 35] Initialising Python Geth Console...
[3 INFO main 39] Initialising RandB board...
[3 INFO main 39] Initialising navigation...
[3 INFO main 39] Initialising random-walk...
[3 INFO main 39] Initialising odometry...
[3 INFO main 39] Initialising ground-sensors...
[3 INFO main 926] --//-- Starting Experiment --//--
[3 INFO main 2028] Idle.IDLE -> Scout.Query | Duration: 24.31
[3 INFO main 77127] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[3 INFO main 77926] Scout.GotoCenter -> Scout.Query | return to random walk
[3 INFO main 78129] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[3 INFO main 78528] Scout.GotoCenter -> Scout.Query | return to random walk
[3 INFO main 79131] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[3 INFO main 79228] Scout.GotoCenter -> Scout.Query | return to random walk
[3 INFO main 80133] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[3 INFO main 80830] Scout.GotoCenter -> Scout.Query | return to random walk
[3 INFO main 81134] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[3 INFO main 81228] Scout.GotoCenter -> Scout.Query | return to random walk
[3 INFO main 82134] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[3 INFO main 82232] Scout.GotoCenter -> Scout.Query | return to random walk
[3 INFO main 83236] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[3 INFO main 83334] Scout.GotoCenter -> Scout.Query | return to random walk
[3 INFO main 84237] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[3 INFO main 84737] Scout.GotoCenter -> Scout.Query | return to random walk
[3 INFO main 85238] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[3 INFO main 85336] Scout.GotoCenter -> Scout.Query | return to random walk
[3 INFO main 86239] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[3 INFO main 86740] Scout.GotoCenter -> Scout.Query | return to random walk
[3 INFO main 87240] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[3 INFO main 87641] Scout.GotoCenter -> Scout.Query | return to random walk
[3 INFO main 88242] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[3 INFO main 88340] Scout.GotoCenter -> Scout.Query | return to random walk
[3 INFO main 89243] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[3 INFO main 89342] Scout.GotoCenter -> Scout.Query | return to random walk
[3 INFO main 90244] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[3 INFO main 90343] Scout.GotoCenter -> Scout.Query | return to random walk
[3 INFO main 90343] Scout.Query -> Scout.Query | return to random walk
