ID TIME TELAPSED TIMESTAMP BLOCK HASH PHASH DIFF TDIFF SIZE TXS UNC PENDING QUEUED
9 1.829 2.247312545776367 1674180761 1 0x35be63dbf40045ee425a0771f1db227704d67dfbb10a9b3269b0861470fdbc2b 0x850ed60bd9ea252f4af2e8b0bfef2dbd41a5f2965d82655c3420f1d7d7fbb7f6 1 2 610 0 0
