ID TIME pos
3 0.097 [0, 0] [-0.2766895473644573, -0.3501319154816128]
3 5.103 [0, 0] [-0.2766895473644573, -0.3501319154816128]
3 10.107 [0, 0] [-0.2766895473644573, -0.3501319154816128]
3 15.111 [0, 0] [-0.2766895473644573, -0.3501319154816128]
3 20.117 [0, 0] [-0.2766895473644573, -0.3501319154816128]
3 25.122 [0, 0] [-0.2766895473644573, -0.3501319154816128]
3 30.127 [0, 0] [-0.2766895473644573, -0.3501319154816128]
3 35.13 [0, 0] [-0.2766895473644573, -0.3501319154816128]
3 40.134 [0, 0] [-0.2766895473644573, -0.3501319154816128]
3 45.139 [0, 0] [-0.2766895473644573, -0.3501319154816128]
3 50.143 [0, 0] [-0.2766895473644573, -0.3501319154816128]
3 55.147 [0, 0] [-0.2766895473644573, -0.3501319154816128]
3 60.151 [0, 0] [-0.2766895473644573, -0.3501319154816128]
3 65.156 [0, 0] [-0.2766895473644573, -0.3501319154816128]
3 70.16 [0, 0] [-0.2766895473644573, -0.3501319154816128]
3 75.165 [0, 0] [-0.2766895473644573, -0.3501319154816128]
3 80.17 [0, 0] [-0.2766895473644573, -0.3501319154816128]
3 85.175 [-0.26026499999999997, -0.34209999999999996] [-0.2766895473644573, -0.3501319154816128]
3 90.178 [-0.240436, -0.365594] [-0.2766895473644573, -0.3501319154816128]
3 95.182 [-0.23486600000000002, -0.36519199999999996] [-0.2766895473644573, -0.3501319154816128]
3 100.187 [-0.2581246124674375, -0.35750848484377945] [-0.2766895473644573, -0.3501319154816128]
3 105.191 [-0.25891109640066073, -0.3546187012946681] [-0.2766895473644573, -0.3501319154816128]
3 110.195 [-0.2562219638671806, -0.3542812121180752] [-0.2766895473644573, -0.3501319154816128]
3 115.199 [-0.25387476748046256, -0.3550650909062677] [-0.2766895473644573, -0.3501319154816128]
3 120.203 [-0.2541257674804625, -0.3550530909062677] [-0.2766895473644573, -0.3501319154816128]
3 125.207 [-0.25412876748046254, -0.35505209090626766] [-0.2766895473644573, -0.3501319154816128]
3 130.212 [-0.25412876748046254, -0.35505209090626766] [-0.2766895473644573, -0.3501319154816128]
3 135.216 [-0.25412876748046254, -0.35505209090626766] [-0.2766895473644573, -0.3501319154816128]
3 140.22 [-0.25412876748046254, -0.35505209090626766] [-0.2766895473644573, -0.3501319154816128]
3 145.225 [-0.25412876748046254, -0.35505209090626766] [-0.2766895473644573, -0.3501319154816128]
3 150.229 [-0.25412876748046254, -0.35505209090626766] [-0.2766895473644573, -0.3501319154816128]
3 155.234 [-0.25412876748046254, -0.35505209090626766] [-0.2766895473644573, -0.3501319154816128]
3 160.237 [-0.25412876748046254, -0.35505209090626766] [-0.2766895473644573, -0.3501319154816128]
3 165.242 [-0.25412876748046254, -0.35505209090626766] [-0.2766895473644573, -0.3501319154816128]
3 170.246 [-0.25412876748046254, -0.35505209090626766] [-0.2766895473644573, -0.3501319154816128]
3 175.252 [-0.25683076748046246, -0.35817709090626765] [-0.2766895473644573, -0.3501319154816128]
3 180.257 [-0.2568317674804625, -0.3581780909062677] [-0.2766895473644573, -0.3501319154816128]
3 185.26 [-0.2568317674804625, -0.3581780909062677] [-0.2766895473644573, -0.3501319154816128]
3 190.264 [-0.2546688795276932, -0.36077826446024336] [-0.2766895473644573, -0.3501319154816128]
3 195.268 [-0.2549252431640568, -0.36047826446024334] [-0.2766895473644573, -0.3501319154816128]
3 200.272 [-0.25493160680042043, -0.36047099173297065] [-0.2766895473644573, -0.3501319154816128]
3 205.278 [-0.25493160680042043, -0.36047099173297065] [-0.2766895473644573, -0.3501319154816128]
3 210.283 [-0.25493160680042043, -0.36047099173297065] [-0.2766895473644573, -0.3501319154816128]
3 215.287 [-0.25493160680042043, -0.36047099173297065] [-0.2766895473644573, -0.3501319154816128]
3 220.29 [-0.25493160680042043, -0.36047099173297065] [-0.2766895473644573, -0.3501319154816128]
3 225.296 [-0.25493160680042043, -0.36047099173297065] [-0.2766895473644573, -0.3501319154816128]
3 230.3 [-0.2548106977095114, -0.36030008264206154] [-0.2766895473644573, -0.3501319154816128]
3 235.304 [-0.25483978861860224, -0.3602200826420615] [-0.2766895473644573, -0.3501319154816128]
3 240.308 [-0.25242230623371875, -0.36051590908855635] [-0.2766895473644573, -0.3501319154816128]
3 245.312 [-0.2519439729003854, -0.36088174242188975] [-0.2766895473644573, -0.3501319154816128]
3 250.316 [-0.25000647290038547, -0.3628792424218897] [-0.2766895473644573, -0.3501319154816128]
3 255.322 [-0.2493606395670521, -0.3630234090885564] [-0.2766895473644573, -0.3501319154816128]
3 260.326 [-0.24861980623371874, -0.3640400757552231] [-0.2766895473644573, -0.3501319154816128]
3 265.33 [-0.24858147290038546, -0.36410257575522315] [-0.2766895473644573, -0.3501319154816128]
3 270.335 [-0.24858147290038546, -0.36410257575522315] [-0.2766895473644573, -0.3501319154816128]
3 275.339 [-0.24858147290038546, -0.36410257575522315] [-0.2766895473644573, -0.3501319154816128]
3 280.344 [-0.2485698062337188, -0.3641150757552231] [-0.2766895473644573, -0.3501319154816128]
3 285.348 [-0.2485698062337188, -0.3641150757552231] [-0.2766895473644573, -0.3501319154816128]
3 290.354 [-0.24858980623371876, -0.3641125757552231] [-0.2766895473644573, -0.3501319154816128]
3 295.356 [-0.24820730623371876, -0.36394924242188975] [-0.2766895473644573, -0.3501319154816128]
3 300.361 [-0.24820480623371877, -0.36394840908855647] [-0.2766895473644573, -0.3501319154816128]
3 305.366 [-0.24646982113881732, -0.3649631468509752] [-0.2766895473644573, -0.3501319154816128]
3 310.374 [-0.24608697677175892, -0.36346935064733404] [-0.2766895473644573, -0.3501319154816128]
3 315.38 [-0.24608697677175892, -0.36346935064733404] [-0.2766895473644573, -0.3501319154816128]
3 320.387 [-0.24608697677175892, -0.36346935064733404] [-0.2766895473644573, -0.3501319154816128]
3 325.394 [-0.24608697677175892, -0.36346935064733404] [-0.2766895473644573, -0.3501319154816128]
3 330.4 [-0.24608697677175892, -0.36346935064733404] [-0.2766895473644573, -0.3501319154816128]
3 335.408 [-0.24608697677175892, -0.36346935064733404] [-0.2766895473644573, -0.3501319154816128]
3 340.414 [-0.24608697677175892, -0.36346935064733404] [-0.2766895473644573, -0.3501319154816128]
3 345.421 [-0.24608697677175892, -0.36346935064733404] [-0.2766895473644573, -0.3501319154816128]
3 350.427 [-0.24608483391461608, -0.3634807792187626] [-0.2766895473644573, -0.3501319154816128]
3 355.433 [-0.24608483391461608, -0.3634807792187626] [-0.2766895473644573, -0.3501319154816128]
3 360.439 [-0.2457048339146161, -0.36394720779019124] [-0.2766895473644573, -0.3501319154816128]
3 365.446 [-0.2456984053431875, -0.3638372077901912] [-0.2766895473644573, -0.3501319154816128]
3 370.452 [-0.24569697677175892, -0.3638379220759055] [-0.2766895473644573, -0.3501319154816128]
3 375.458 [-0.24569697677175892, -0.3638379220759055] [-0.2766895473644573, -0.3501319154816128]
3 380.464 [-0.24569697677175892, -0.3638379220759055] [-0.2766895473644573, -0.3501319154816128]
3 385.471 [-0.24569697677175892, -0.3638379220759055] [-0.2766895473644573, -0.3501319154816128]
3 390.475 [-0.24569697677175892, -0.3638379220759055] [-0.2766895473644573, -0.3501319154816128]
3 395.483 [-0.24569697677175892, -0.3638379220759055] [-0.2766895473644573, -0.3501319154816128]
3 400.489 [-0.24569697677175892, -0.3638379220759055] [-0.2766895473644573, -0.3501319154816128]
3 405.496 [-0.2451198339146161, -0.36526435064733404] [-0.2766895473644573, -0.3501319154816128]
3 410.503 [-0.24512126248604466, -0.3652650649330483] [-0.2766895473644573, -0.3501319154816128]
3 415.51 [-0.2403226910574732, -0.36724649350447686] [-0.2766895473644573, -0.3501319154816128]
3 420.516 [-0.2403226910574732, -0.3672472077901911] [-0.2766895473644573, -0.3501319154816128]
3 425.523 [-0.23965697677175893, -0.3673850649330483] [-0.2766895473644573, -0.3501319154816128]
3 430.531 [-0.23962911962890177, -0.36759506493304833] [-0.2766895473644573, -0.3501319154816128]
3 435.538 [-0.23860126248604466, -0.36823077921876257] [-0.2766895473644573, -0.3501319154816128]
3 440.544 [-0.23858340534318748, -0.36824149350447694] [-0.2766895473644573, -0.3501319154816128]
3 445.551 [-0.23858340534318748, -0.36824149350447694] [-0.2766895473644573, -0.3501319154816128]
3 450.558 [-0.23858340534318748, -0.36824149350447694] [-0.2766895473644573, -0.3501319154816128]
3 455.564 [-0.23869197677175893, -0.3685707792187626] [-0.2766895473644573, -0.3501319154816128]
3 460.57 [-0.23869626248604467, -0.36877935064733397] [-0.2766895473644573, -0.3501319154816128]
3 465.577 [-0.23869626248604467, -0.36877935064733397] [-0.2766895473644573, -0.3501319154816128]
3 470.581 [-0.23867197677175891, -0.36880006493304834] [-0.2766895473644573, -0.3501319154816128]
3 475.589 [-0.23867197677175891, -0.36880006493304834] [-0.2766895473644573, -0.3501319154816128]
3 480.595 [-0.2375212624860446, -0.37179863636161975] [-0.2766895473644573, -0.3501319154816128]
3 485.602 [-0.23657697677175893, -0.37455863636161973] [-0.2766895473644573, -0.3501319154816128]
3 490.608 [-0.2365434053431875, -0.374639350647334] [-0.2766895473644573, -0.3501319154816128]
3 495.615 [-0.23636626248604461, -0.37478649350447685] [-0.2766895473644573, -0.3501319154816128]
3 500.621 [-0.2362834053431875, -0.3749857792187626] [-0.2766895473644573, -0.3501319154816128]
3 505.628 [-0.23616769105747323, -0.37541006493304835] [-0.2766895473644573, -0.3501319154816128]
3 510.635 [-0.23610769105747323, -0.37522435064733406] [-0.2766895473644573, -0.3501319154816128]
3 515.641 [-0.23610769105747323, -0.37522435064733406] [-0.2766895473644573, -0.3501319154816128]
3 520.648 [-0.23610769105747323, -0.37522435064733406] [-0.2766895473644573, -0.3501319154816128]
3 525.655 [-0.23610769105747323, -0.37522435064733406] [-0.2766895473644573, -0.3501319154816128]
3 530.662 [-0.23610769105747323, -0.37522435064733406] [-0.2766895473644573, -0.3501319154816128]
3 535.667 [-0.23610769105747323, -0.37522435064733406] [-0.2766895473644573, -0.3501319154816128]
3 540.676 [-0.23610769105747323, -0.37522435064733406] [-0.2766895473644573, -0.3501319154816128]
3 545.682 [-0.23609126248604465, -0.37525077921876265] [-0.2766895473644573, -0.3501319154816128]
3 550.687 [-0.23609126248604465, -0.37525077921876265] [-0.2766895473644573, -0.3501319154816128]
3 555.693 [-0.23609126248604465, -0.37525077921876265] [-0.2766895473644573, -0.3501319154816128]
3 560.7 [-0.23609126248604465, -0.37525077921876265] [-0.2766895473644573, -0.3501319154816128]
3 565.706 [-0.23609126248604465, -0.37525077921876265] [-0.2766895473644573, -0.3501319154816128]
3 570.713 [-0.23605554820033037, -0.3752964935044769] [-0.2766895473644573, -0.3501319154816128]
3 575.72 [-0.23605554820033037, -0.3752964935044769] [-0.2766895473644573, -0.3501319154816128]
3 580.726 [-0.2358655482003304, -0.37545220779019123] [-0.2766895473644573, -0.3501319154816128]
3 585.732 [-0.23564197677175894, -0.3755114935044769] [-0.2766895473644573, -0.3501319154816128]
3 590.739 [-0.23539054820033037, -0.37572935064733404] [-0.2766895473644573, -0.3501319154816128]
3 595.744 [-0.23521626248604457, -0.37574935064733406] [-0.2766895473644573, -0.3501319154816128]
