ID TIME #RESOURCES
0 29.646 1
0 35.754 2
0 40.358 3
0 46.365 4
0 52.372 5
0 53.175 6
0 53.872 7
0 55.775 8
0 64.286 9
0 65.787 10
0 67.19 11
0 68.792 12
0 79.61 13
0 86.415 14
0 86.417 15
0 86.715 16
0 91.118 17
0 95.524 18
0 95.528 19
0 96.027 20
0 97.028 21
0 99.23 22
0 99.931 23
0 100.636 24
0 103.053 25
0 110.043 26
0 115.05 27
0 115.549 28
0 116.453 29
0 122.964 30
0 124.363 31
0 125.263 32
0 127.468 33
0 130.667 34
0 135.178 35
0 137.578 36
0 140.583 37
0 144.784 38
0 149.89 39
0 150.091 40
0 153.296 41
0 156.999 42
0 158.299 43
0 164.609 44
0 165.912 45
0 170.718 46
0 173.42 47
0 177.025 48
0 180.83 49
0 184.639 50
0 184.932 51
0 188.338 52
0 190.942 53
0 191.962 54
0 199.751 55
0 203.96 56
0 206.96 57
0 209.765 58
0 213.369 59
0 215.271 60
0 219.877 61
0 226.885 62
0 229.088 63
0 237.299 64
0 237.8 65
0 238.201 66
0 239.202 67
0 243.912 68
0 246.212 69
0 247.811 70
0 250.216 71
0 260.153 72
0 260.527 73
0 264.933 74
0 265.734 75
0 266.937 76
0 267.736 77
0 278.648 78
0 283.072 79
0 289.061 80
0 294.988 81
0 306.185 82
0 309.188 83
0 314.495 84
0 319.799 85
0 320.103 86
0 323.604 87
0 326.509 88
0 326.606 89
0 331.812 90
0 333.216 91
0 333.716 92
0 338.022 93
0 347.132 94
0 355.443 95
0 357.743 96
0 363.751 97
0 366.456 98
0 366.759 99
0 369.559 100
0 370.862 101
0 374.567 102
0 379.873 103
0 384.979 104
0 387.481 105
0 388.983 106
0 391.887 107
0 397.592 108
0 401.197 109
0 408.305 110
0 415.237 111
0 417.015 112
0 420.218 113
0 425.227 114
0 427.126 115
0 428.13 116
0 430.429 117
0 430.634 118
0 439.742 119
0 440.542 120
0 448.958 121
0 449.655 122
0 449.76 123
0 451.054 124
0 451.859 125
0 457.167 126
0 465.08 127
0 465.378 128
0 467.479 129
0 471.28 130
0 474.284 131
0 493.507 132
0 495.509 133
0 497.414 134
0 497.512 135
0 499.217 136
0 500.017 137
0 505.52 138
0 510.027 139
0 517.739 140
0 528.95 141
0 529.25 142
0 530.049 143
0 540.263 144
0 542.066 145
0 545.167 146
0 546.069 147
0 555.08 148
0 557.781 149
0 562.087 150
0 562.985 151
0 563.688 152
0 566.691 153
0 571.7 154
0 577.206 155
0 582.616 156
0 583.215 157
0 585.814 158
0 588.919 159
0 596.431 160
