ID TIME pos
1 5.041 [-0.39462893168324775, 0.40668342840910415] []
1 10.091 [-0.39462893168324775, 0.40668342840910415] []
1 15.167 [-0.39462893168324775, 0.40668342840910415] []
1 20.197 [-0.39462893168324775, 0.40668342840910415] []
1 25.237 [-0.39462893168324775, 0.40668342840910415] []
1 30.28 [-0.39462893168324775, 0.40668342840910415] []
1 35.359 [-0.39462893168324775, 0.40668342840910415] []
1 40.446 [-0.39462893168324775, 0.40668342840910415] []
1 45.522 [-0.39462893168324775, 0.40668342840910415] []
1 50.55 [-0.39462893168324775, 0.40668342840910415] []
1 55.622 [-0.39462893168324775, 0.40668342840910415] []
1 60.805 [-0.39462893168324775, 0.40668342840910415] []
1 65.901 [-0.39462893168324775, 0.40668342840910415] []
1 70.916 [-0.39462893168324775, 0.40668342840910415] []
1 76.014 [-0.39462893168324775, 0.40668342840910415] []
1 81.079 [-0.39462893168324775, 0.40668342840910415] [(-38829, 39908, 1676637531, 0, 9, 90000000000000000000, 80000000000000000000, 1, '0xBa1CD5ded4B25dF273d435c969a01dc0B577c95c', 0, -39497, 39578), (42285, -29482, 1676637549, 0, 1, 10000000000000000000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 42285, -29482)]
1 102.22 [-0.39462893168324775, 0.40668342840910415] [(-39195, 41059, 1676637613, 1, 10, 100000000000000000000, 90000000000000000000, 1, '0xBa1CD5ded4B25dF273d435c969a01dc0B577c95c', 0, -39830, 40893), (42285, -29482, 1676637549, 0, 1, 10000000000000000000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 42285, -29482), (-33239, 44795, 1676637603, 0, 2, 20000000000000000000, 20000000000000000000, 1, '0x05d6edC4ff8ef40321aBCf7886Bc606ed13327b0', 1, -33239, 44795)]
1 127.657 [-0.39462893168324775, 0.40668342840910415] [(-39195, 41059, 1676637639, 1, 10, 100000000000000000000, 90000000000000000000, 1, '0xBa1CD5ded4B25dF273d435c969a01dc0B577c95c', 0, -39830, 40893), (42513, -29615, 1676637549, 0, 4, 41111111111111110000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 42285, -29482), (-36981, 38910, 1676637603, 0, 4, 40555555555555555000, 40555555555555555000, 1, '0x05d6edC4ff8ef40321aBCf7886Bc606ed13327b0', 1, -36981, 38910)]
