ID TIME pos
9 0.096 [0, 0] [-0.2547674020358321, 0.3940334880744533]
9 5.107 [0, 0] [-0.2547674020358321, 0.3940334880744533]
9 10.112 [0, 0] [-0.2547674020358321, 0.3940334880744533]
9 15.122 [0, 0] [-0.2547674020358321, 0.3940334880744533]
9 20.127 [0, 0] [-0.2547674020358321, 0.3940334880744533]
9 25.132 [0, 0] [-0.2547674020358321, 0.3940334880744533]
9 30.138 [0, 0] [-0.2547674020358321, 0.3940334880744533]
9 35.146 [0, 0] [-0.2547674020358321, 0.3940334880744533]
9 40.156 [0, 0] [-0.2547674020358321, 0.3940334880744533]
9 45.164 [0, 0] [-0.2547674020358321, 0.3940334880744533]
9 50.166 [0, 0] [-0.2547674020358321, 0.3940334880744533]
9 55.174 [0, 0] [-0.2547674020358321, 0.3940334880744533]
9 60.179 [0, 0] [-0.2547674020358321, 0.3940334880744533]
9 65.183 [0, 0] [-0.2547674020358321, 0.3940334880744533]
9 70.194 [0, 0] [-0.2547674020358321, 0.3940334880744533]
9 75.201 [0, 0] [-0.2547674020358321, 0.3940334880744533]
9 80.204 [0, 0] [-0.2547674020358321, 0.3940334880744533]
9 85.213 [0, 0] [-0.2547674020358321, 0.3940334880744533]
9 90.222 [0, 0] [-0.2547674020358321, 0.3940334880744533]
9 95.23 [0, 0] [-0.2547674020358321, 0.3940334880744533]
9 100.232 [0, 0] [-0.2547674020358321, 0.3940334880744533]
9 105.238 [0, 0] [-0.2547674020358321, 0.3940334880744533]
9 110.341 [0, 0] [-0.2547674020358321, 0.3940334880744533]
9 115.348 [0, 0] [-0.2547674020358321, 0.3940334880744533]
9 120.357 [0, 0] [-0.2547674020358321, 0.3940334880744533]
9 125.363 [0, 0] [-0.2547674020358321, 0.3940334880744533]
9 130.368 [0, 0] [-0.2547674020358321, 0.3940334880744533]
9 135.369 [0, 0] [-0.2547674020358321, 0.3940334880744533]
9 140.383 [0, 0] [-0.2547674020358321, 0.3940334880744533]
9 145.39 [0, 0] [-0.2547674020358321, 0.3940334880744533]
9 150.395 [0, 0] [-0.2547674020358321, 0.3940334880744533]
9 155.407 [0, 0] [-0.2547674020358321, 0.3940334880744533]
9 160.408 [0, 0] [-0.2547674020358321, 0.3940334880744533]
9 165.417 [-0.4124301998106135, 0.5096737019636832] [-0.2547674020358321, 0.3940334880744533]
9 170.423 [-0.4124301998106135, 0.5096737019636832] [-0.2547674020358321, 0.3940334880744533]
9 175.429 [-0.32710009990530675, 0.4691968509818417] [-0.2547674020358321, 0.3940334880744533]
9 180.44 [-0.3267650999053068, 0.4690418509818416] [-0.2547674020358321, 0.3940334880744533]
9 185.441 [-0.31615509990530677, 0.45993685098184167] [-0.2547674020358321, 0.3940334880744533]
9 190.449 [-0.25498006660353784, 0.420787900654561] [-0.2547674020358321, 0.3940334880744533]
9 195.461 [-0.2475167332702045, 0.4161012339878943] [-0.2547674020358321, 0.3940334880744533]
9 200.462 [-0.2475033999368712, 0.41609456732122774] [-0.2547674020358321, 0.3940334880744533]
9 205.464 [-0.2475033999368712, 0.41609456732122774] [-0.2547674020358321, 0.3940334880744533]
9 210.474 [-0.24272673327020447, 0.41932456732122775] [-0.2547674020358321, 0.3940334880744533]
9 215.478 [-0.22066004995265337, 0.41186342549092075] [-0.2547674020358321, 0.3940334880744533]
9 220.485 [-0.19722803996212268, 0.40944874039273654] [-0.2547674020358321, 0.3940334880744533]
9 225.491 [-0.1782866999684356, 0.4138172836606138] [-0.2547674020358321, 0.3940334880744533]
9 230.496 [-0.17626836663510229, 0.41386061699394716] [-0.2547674020358321, 0.3940334880744533]
9 235.506 [-0.17445503330176892, 0.4140722836606138] [-0.2547674020358321, 0.3940334880744533]
9 240.513 [-0.17444169996843562, 0.41407395032728056] [-0.2547674020358321, 0.3940334880744533]
9 245.518 [-0.17441836663510227, 0.4140756169939472] [-0.2547674020358321, 0.3940334880744533]
9 250.52 [-0.18445145711580196, 0.42026910028052605] [-0.2547674020358321, 0.3940334880744533]
9 255.535 [-0.19145717140151625, 0.41796195742338327] [-0.2547674020358321, 0.3940334880744533]
9 260.542 [-0.19150145711580197, 0.4179819574233833] [-0.2547674020358321, 0.3940334880744533]
9 265.548 [-0.2062943142586591, 0.41644338599481184] [-0.2547674020358321, 0.3940334880744533]
9 270.552 [-0.2028162749763267, 0.4175004627454604] [-0.2547674020358321, 0.3940334880744533]
9 275.556 [-0.19758501998106137, 0.42074337019636826] [-0.2547674020358321, 0.3940334880744533]
9 280.563 [-0.20428092725551036, 0.4251485183603348] [-0.2547674020358321, 0.3940334880744533]
9 285.568 [-0.2088718363464194, 0.427811245633062] [-0.2547674020358321, 0.3940334880744533]
9 290.579 [-0.21015092725551032, 0.4303367001785167] [-0.2547674020358321, 0.3940334880744533]
9 295.581 [-0.21162910907369215, 0.430470336542153] [-0.2547674020358321, 0.3940334880744533]
9 300.588 [-0.21319729089187398, 0.4304376092694257] [-0.2547674020358321, 0.3940334880744533]
9 305.594 [-0.21380729089187397, 0.43008124563306205] [-0.2547674020358321, 0.3940334880744533]
9 310.602 [-0.21064334998421777, 0.43049447516364014] [-0.2547674020358321, 0.3940334880744533]
9 315.609 [-0.21083751665088446, 0.43041114183030693] [-0.2547674020358321, 0.3940334880744533]
