ID TIME pos
6 1.209 [0.4825617059746894, 0.2436417684331911] [0.3418818710096832, 0.38854470710036065] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]
6 221.736 [0.4825617059746894, 0.2436417684331911] [0.3418818710096832, 0.38854470710036065] [[0, 0], [0.31257, 0.3670800000000001], [0, 0], [0, 0], [0.19229999999999992, 0.3273100000000002], [0, 0], [0, 0], [0, 0], [0.028059999999999974, 0.262], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [-0.44466000000000006, 0.41850999999999994]]
6 226.744 [0.025286559958313803, 0.32936584241391453] [0.3418818710096832, 0.38854470710036065] [[0, 0], [0.31257, 0.3670800000000001], [0, 0], [0.036430000000000184, 0.2723], [0.19229999999999992, 0.3273100000000002], [0, 0], [0, 0], [0, 0], [0.028059999999999974, 0.262], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [-0.44466000000000006, 0.41850999999999994]]
6 231.751 [0.02494604251028266, 0.32944598969166855] [0.3418818710096832, 0.38854470710036065] [[0, 0], [0.31257, 0.3670800000000001], [0, 0], [0.03645999999999994, 0.2723300000000002], [0.19229999999999992, 0.3273100000000002], [0, 0], [0, 0], [0, 0], [0.028059999999999974, 0.262], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [-0.44466000000000006, 0.41850999999999994]]
6 236.759 [0.024946000005466814, 0.3294459999986744] [0.3418818710096832, 0.38854470710036065] [[0, 0], [0.31257, 0.3670800000000001], [0, 0], [0.03645999999999994, 0.2723300000000002], [0.19229999999999992, 0.3273100000000002], [0, 0], [0, 0], [0, 0], [0.028059999999999974, 0.262], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [-0.44466000000000006, 0.41850999999999994]]
6 241.768 [0.024946000005466814, 0.3294459999986744] [0.3418818710096832, 0.38854470710036065] [[0, 0], [0.31257, 0.3670800000000001], [0, 0], [0.03645999999999994, 0.2723300000000002], [0.19229999999999992, 0.3273100000000002], [0, 0], [0, 0], [0, 0], [0.028059999999999974, 0.262], [0, 0], [0, 0], [0, 0], [0.07533000000000012, 0.2578100000000001], [0, 0], [-0.44466000000000006, 0.41850999999999994]]
6 246.774 [0.024946000005466814, 0.3294459999986744] [0.3418818710096832, 0.38854470710036065] [[0, 0], [0.31257, 0.3670800000000001], [0, 0], [0.03645999999999994, 0.2723300000000002], [0.19229999999999992, 0.3273100000000002], [0, 0], [0, 0], [0, 0], [0.028059999999999974, 0.262], [0, 0], [0, 0], [0, 0], [0.07533000000000012, 0.2578100000000001], [0, 0], [-0.44466000000000006, 0.41850999999999994]]
6 251.782 [0.024946000005466814, 0.3294459999986744] [0.3418818710096832, 0.38854470710036065] [[0, 0], [0.31257, 0.3670800000000001], [0, 0], [0.03645999999999994, 0.2723300000000002], [0.19229999999999992, 0.3273100000000002], [0, 0], [0, 0], [0, 0], [0.028059999999999974, 0.262], [0, 0], [0, 0], [0, 0], [0.05442999999999998, 0.2637900000000002], [0, 0], [-0.44466000000000006, 0.41850999999999994]]
6 256.79 [0.024946000005466814, 0.3294459999986744] [0.3418818710096832, 0.38854470710036065] [[0, 0], [0.31257, 0.3670800000000001], [0, 0], [0.03645999999999994, 0.2723300000000002], [0.19229999999999992, 0.3273100000000002], [0, 0], [0, 0], [0, 0], [0.028059999999999974, 0.262], [0, 0], [0, 0], [0, 0], [0.0543499999999999, 0.2638099999999999], [0, 0], [-0.44466000000000006, 0.41850999999999994]]
6 261.798 [0.024946000005466814, 0.3294459999986744] [0.3418818710096832, 0.38854470710036065] [[0, 0], [0.31257, 0.3670800000000001], [0, 0], [0.03645999999999994, 0.2723300000000002], [0.19229999999999992, 0.3273100000000002], [0, 0], [0, 0], [0, 0], [0.028059999999999974, 0.262], [0, 0], [0, 0], [0, 0], [0.0543499999999999, 0.2638099999999999], [0, 0], [-0.44466000000000006, 0.41850999999999994]]
6 266.805 [0.024946000005466814, 0.3294459999986744] [0.3418818710096832, 0.38854470710036065] [[0, 0], [0.31257, 0.3670800000000001], [0, 0], [0.03645999999999994, 0.2723300000000002], [0.19229999999999992, 0.3273100000000002], [0, 0], [0, 0], [0, 0], [0.028059999999999974, 0.262], [0, 0], [0, 0], [0, 0], [0.0543499999999999, 0.2638099999999999], [0, 0], [-0.44466000000000006, 0.41850999999999994]]
6 271.814 [0.024946000005466814, 0.3294459999986744] [0.3418818710096832, 0.38854470710036065] [[0, 0], [0.024950000000000028, 0.2711899999999998], [0, 0], [0.03645999999999994, 0.2723300000000002], [0.19229999999999992, 0.3273100000000002], [0, 0], [0, 0], [0, 0], [0.028059999999999974, 0.262], [0, 0], [0, 0], [0, 0], [0.0543499999999999, 0.2638099999999999], [0, 0], [-0.44466000000000006, 0.41850999999999994]]
6 276.822 [0.028785333335155594, 0.2909853333328916] [0.3418818710096832, 0.38854470710036065] [[0, 0], [0.024950000000000028, 0.2711800000000002], [0, 0], [0.03645999999999994, 0.2723300000000002], [0.19229999999999992, 0.3273100000000002], [0, 0], [0, 0], [0, 0], [0.028059999999999974, 0.262], [0, 0], [0.03022999999999998, 0.26424000000000003], [0, 0], [0.0543499999999999, 0.2638099999999999], [0, 0], [-0.44466000000000006, 0.41850999999999994]]
6 281.829 [0.032375165980803026, 0.2711569355281191] [0.3418818710096832, 0.38854470710036065] [[0, 0], [0.0283199999999999, 0.26982000000000017], [0, 0], [0.03645999999999994, 0.2723300000000002], [0.19229999999999992, 0.3273100000000002], [0, 0], [0, 0], [0, 0], [0.028059999999999974, 0.262], [0, 0], [0.030549999999999855, 0.26542999999999983], [0, 0], [0.0543499999999999, 0.2638099999999999], [0, 0], [-0.44466000000000006, 0.41850999999999994]]
6 286.836 [0.032389938954653426, 0.27107533718324345] [0.3418818710096832, 0.38854470710036065] [[0, 0], [0.0283199999999999, 0.26982000000000017], [0, 0], [0.03645999999999994, 0.2723300000000002], [0.19229999999999992, 0.3273100000000002], [0, 0], [0, 0], [0, 0], [0.028059999999999974, 0.262], [0, 0], [0.030590000000000117, 0.26537999999999995], [0, 0], [0.0543499999999999, 0.2638099999999999], [0, 0], [-0.44466000000000006, 0.41850999999999994]]
6 291.844 [0.0323899997487845, 0.27107500138758556] [0.3418818710096832, 0.38854470710036065] [[0, 0], [0.0283199999999999, 0.26982000000000017], [0, 0], [0.03645999999999994, 0.2723300000000002], [0.19229999999999992, 0.3273100000000002], [0, 0], [0, 0], [0, 0], [0.028059999999999974, 0.262], [0, 0], [0.030590000000000117, 0.26537999999999995], [0, 0], [0.0543499999999999, 0.2638099999999999], [0, 0], [-0.44466000000000006, 0.41850999999999994]]
6 296.851 [0.03238999999896611, 0.27107500000571044] [0.3418818710096832, 0.38854470710036065] [[0, 0], [0.0283199999999999, 0.26982000000000017], [0, 0], [0.03645999999999994, 0.2723300000000002], [0.19229999999999992, 0.3273100000000002], [0, 0], [0, 0], [0, 0], [0.028059999999999974, 0.262], [0, 0], [0.030590000000000117, 0.26537999999999995], [0, 0], [0.0543499999999999, 0.2638099999999999], [0, 0], [-0.44466000000000006, 0.41850999999999994]]
6 301.859 [0.032389999999995665, 0.27107500000002366] [0.3418818710096832, 0.38854470710036065] [[0, 0], [0.0283199999999999, 0.26982000000000017], [0, 0], [0.03645999999999994, 0.2723300000000002], [0.19229999999999992, 0.3273100000000002], [0, 0], [0, 0], [0, 0], [0.028059999999999974, 0.262], [0, 0], [0.030590000000000117, 0.26537999999999995], [0, 0], [0.0543499999999999, 0.2638099999999999], [0, 0], [-0.44466000000000006, 0.41850999999999994]]
6 306.867 [0.0323899999999999, 0.27107500000000023] [0.3418818710096832, 0.38854470710036065] [[0, 0], [0.0283199999999999, 0.26982000000000017], [0, 0], [0.03645999999999994, 0.2723300000000002], [0.19229999999999992, 0.3273100000000002], [0, 0], [0, 0], [0, 0], [0.028059999999999974, 0.262], [0, 0], [0.030590000000000117, 0.26537999999999995], [0, 0], [0.0543499999999999, 0.2638099999999999], [0, 0], [-0.44466000000000006, 0.41850999999999994]]
6 311.874 [0.029321093750000034, 0.26717720703125003] [0.3418818710096832, 0.38854470710036065] [[0, 0], [0.0283199999999999, 0.26982000000000017], [0, 0], [0.03645999999999994, 0.2723300000000002], [0.19229999999999992, 0.3273100000000002], [0, 0], [0.028690000000000104, 0.26580000000000004], [0, 0], [0.028059999999999974, 0.262], [0, 0], [0.030590000000000117, 0.26537999999999995], [0, 0], [0.0543499999999999, 0.2638099999999999], [0, 0], [-0.44466000000000006, 0.41850999999999994]]
6 316.882 [0.029546710052490186, 0.2655911691474914] [0.3418818710096832, 0.38854470710036065] [[0, 0], [0.0283199999999999, 0.26982000000000017], [0, 0], [0.02925999999999984, 0.26548000000000016], [0.19229999999999992, 0.3273100000000002], [0, 0], [0.02878999999999987, 0.26590999999999987], [0, 0], [0.028059999999999974, 0.262], [0, 0], [0.030590000000000117, 0.26537999999999995], [0, 0], [0.0543499999999999, 0.2638099999999999], [0, 0], [-0.44466000000000006, 0.41850999999999994]]
6 321.89 [0.02937025069341055, 0.26575398551674567] [0.3418818710096832, 0.38854470710036065] [[0, 0], [0.0283199999999999, 0.26982000000000017], [0, 0], [0.02931999999999979, 0.26590999999999987], [0.19229999999999992, 0.3273100000000002], [0, 0], [0.028939999999999966, 0.26594000000000007], [0, 0], [0.028059999999999974, 0.262], [0, 0], [0.030590000000000117, 0.26537999999999995], [0, 0], [0.02976000000000001, 0.2654200000000002], [0, 0], [-0.44466000000000006, 0.41850999999999994]]
6 326.898 [0.02989166425835421, 0.26558947967618485] [0.3418818710096832, 0.38854470710036065] [[0, 0], [0.0283199999999999, 0.26982000000000017], [0.1852100000000001, 0.2516099999999999], [0.029300000000000104, 0.2658999999999998], [0.19229999999999992, 0.3273100000000002], [0, 0], [0.029799999999999827, 0.26553000000000004], [0, 0], [0.028059999999999974, 0.262], [0, 0], [0.030590000000000117, 0.26537999999999995], [0, 0], [0.030209999999999848, 0.26549999999999985], [0, 0], [-0.44466000000000006, 0.41850999999999994]]
6 331.906 [0.030066595732562807, 0.2655700126334962] [0.3418818710096832, 0.38854470710036065] [[0, 0], [0.0283199999999999, 0.26982000000000017], [0.03130999999999995, 0.26637999999999984], [0.029300000000000104, 0.2658999999999998], [0.19229999999999992, 0.3273100000000002], [0, 0], [0.029980000000000118, 0.26549999999999985], [0, 0], [0.028059999999999974, 0.262], [0, 0], [0.030590000000000117, 0.26537999999999995], [0, 0], [0.030400000000000205, 0.26549999999999985], [0, 0], [-0.44466000000000006, 0.41850999999999994]]
6 336.914 [0.030344459710634486, 0.26557259840404257] [0.3418818710096832, 0.38854470710036065] [[0, 0], [0.0283199999999999, 0.26982000000000017], [0.030730000000000146, 0.26590999999999987], [0.029300000000000104, 0.2658999999999998], [0.19229999999999992, 0.3273100000000002], [0, 0], [0.029980000000000118, 0.26549999999999985], [0, 0], [0.028059999999999974, 0.262], [0, 0], [0.030590000000000117, 0.26537999999999995], [0, 0], [0.030079999999999885, 0.26549999999999985], [0, 0], [-0.44466000000000006, 0.41850999999999994]]
6 341.922 [0.030364455827107485, 0.26557250003148913] [0.3418818710096832, 0.38854470710036065] [[0, 0], [0.0283199999999999, 0.26982000000000017], [0.030730000000000146, 0.26590999999999987], [0.029300000000000104, 0.2658999999999998], [0.19229999999999992, 0.3273100000000002], [0, 0], [0.030060000000000198, 0.26549999999999985], [0, 0], [0.028059999999999974, 0.262], [0, 0], [0.030590000000000117, 0.26537999999999995], [0, 0], [0.030079999999999885, 0.26549999999999985], [0, 0], [-0.44466000000000006, 0.41850999999999994]]
6 346.929 [0.03036499982586476, 0.26557002000000995] [0.3418818710096832, 0.38854470710036065] [[0, 0], [0.0283199999999999, 0.26982000000000017], [0.030730000000000146, 0.26590999999999987], [0.029300000000000104, 0.2658999999999998], [0.19229999999999992, 0.3273100000000002], [0, 0], [0.030060000000000198, 0.2654899999999998], [0, 0], [0.028059999999999974, 0.262], [0, 0], [0.030590000000000117, 0.26537999999999995], [0, 0], [0.030079999999999885, 0.26549999999999985], [0, 0], [-0.44466000000000006, 0.41850999999999994]]
6 351.937 [0.030364999999944364, 0.26557000000639985] [0.3418818710096832, 0.38854470710036065] [[0, 0], [0.0283199999999999, 0.26982000000000017], [0.030730000000000146, 0.26590999999999987], [0.029300000000000104, 0.2658999999999998], [0.19229999999999992, 0.3273100000000002], [0, 0], [0.030060000000000198, 0.2654899999999998], [0, 0], [0.028059999999999974, 0.262], [0, 0], [0.030590000000000117, 0.26537999999999995], [0, 0], [0.030079999999999885, 0.26549999999999985], [0, 0], [-0.44466000000000006, 0.41850999999999994]]
