ID TIME pos
5 0.099 [0, 0] [-0.3838908250909344, 0.3082442288673111]
5 5.109 [0, 0] [-0.3838908250909344, 0.3082442288673111]
5 10.114 [-0.38366884007765384, 0.26888335168137645] [-0.3838908250909344, 0.3082442288673111]
5 15.12 [-0.38366884007765384, 0.26888335168137645] [-0.3838908250909344, 0.3082442288673111]
5 20.126 [-0.38366884007765384, 0.26888335168137645] [-0.3838908250909344, 0.3082442288673111]
5 25.133 [-0.38366884007765384, 0.26888335168137645] [-0.3838908250909344, 0.3082442288673111]
5 30.142 [-0.3850294200388269, 0.2692116758406883] [-0.3838908250909344, 0.3082442288673111]
5 35.146 [-0.3854844200388269, 0.2693166758406883] [-0.3838908250909344, 0.3082442288673111]
5 40.154 [-0.3854844200388269, 0.2693166758406883] [-0.3838908250909344, 0.3082442288673111]
5 45.164 [-0.3854844200388269, 0.2693166758406883] [-0.3838908250909344, 0.3082442288673111]
5 50.269 [-0.3854844200388269, 0.2693166758406883] [-0.3838908250909344, 0.3082442288673111]
5 55.276 [-0.38989221001941343, 0.2683083379203442] [-0.3838908250909344, 0.3082442288673111]
5 60.28 [-0.39027721001941346, 0.2685958379203442] [-0.3838908250909344, 0.3082442288673111]
5 65.287 [-0.3973664733462756, 0.2551905586135628] [-0.3838908250909344, 0.3082442288673111]
5 70.293 [-0.39741814001294234, 0.25501889194689614] [-0.3838908250909344, 0.3082442288673111]
5 75.3 [-0.3982054266752949, 0.2575625946312641] [-0.3838908250909344, 0.3082442288673111]
5 80.307 [-0.3970858840077654, 0.25737833516813763] [-0.3838908250909344, 0.3082442288673111]
5 85.313 [-0.3969918840077654, 0.25700433516813764] [-0.3838908250909344, 0.3082442288673111]
5 90.315 [-0.39704388400776536, 0.2570543351681377] [-0.3838908250909344, 0.3082442288673111]
5 95.325 [-0.39704488400776533, 0.2570543351681377] [-0.3838908250909344, 0.3082442288673111]
5 100.33 [-0.39704488400776533, 0.2570543351681377] [-0.3838908250909344, 0.3082442288673111]
5 105.338 [-0.39704488400776533, 0.2570543351681377] [-0.3838908250909344, 0.3082442288673111]
5 110.345 [-0.39704488400776533, 0.2570543351681377] [-0.3838908250909344, 0.3082442288673111]
5 115.349 [-0.3972098840077654, 0.2567333351681377] [-0.3838908250909344, 0.3082442288673111]
5 120.36 [-0.3981608036434231, 0.25625030469830695] [-0.3838908250909344, 0.3082442288673111]
5 125.366 [-0.402376064621358, 0.2595441039754905] [-0.3838908250909344, 0.3082442288673111]
5 130.37 [-0.40227529539058876, 0.2595971808985675] [-0.3838908250909344, 0.3082442288673111]
5 135.375 [-0.4030376030828965, 0.2595002578216444] [-0.3838908250909344, 0.3082442288673111]
5 140.383 [-0.40893491714840385, 0.2603166679772412] [-0.3838908250909344, 0.3082442288673111]
5 145.389 [-0.41088420286268956, 0.2601238108343841] [-0.3838908250909344, 0.3082442288673111]
5 150.395 [-0.4109042028626896, 0.2601238108343841] [-0.3838908250909344, 0.3082442288673111]
5 155.399 [-0.4117342028626895, 0.26036881083438407] [-0.3838908250909344, 0.3082442288673111]
5 160.405 [-0.4118849171484039, 0.26042166797724114] [-0.3838908250909344, 0.3082442288673111]
5 165.412 [-0.41197134571983235, 0.2604445251200983] [-0.3838908250909344, 0.3082442288673111]
5 170.419 [-0.41198348857697525, 0.2604459536915269] [-0.3838908250909344, 0.3082442288673111]
5 175.427 [-0.412287774291261, 0.2606473822629555] [-0.3838908250909344, 0.3082442288673111]
5 180.432 [-0.41228848857697525, 0.2606473822629555] [-0.3838908250909344, 0.3082442288673111]
5 185.439 [-0.41228848857697525, 0.2606473822629555] [-0.3838908250909344, 0.3082442288673111]
5 190.445 [-0.41228848857697525, 0.2606473822629555] [-0.3838908250909344, 0.3082442288673111]
5 195.452 [-0.41228848857697525, 0.2606473822629555] [-0.3838908250909344, 0.3082442288673111]
5 200.462 [-0.41228848857697525, 0.2606473822629555] [-0.3838908250909344, 0.3082442288673111]
5 205.468 [-0.41464206000554665, 0.26008452512009833] [-0.3838908250909344, 0.3082442288673111]
5 210.474 [-0.4148813457198325, 0.2600780965486697] [-0.3838908250909344, 0.3082442288673111]
5 215.482 [-0.414902774291261, 0.260108810834384] [-0.3838908250909344, 0.3082442288673111]
5 220.488 [-0.4148884885769753, 0.26259166797724115] [-0.3838908250909344, 0.3082442288673111]
5 225.494 [-0.41449206000554667, 0.261948810834384] [-0.3838908250909344, 0.3082442288673111]
5 230.499 [-0.4145813457198324, 0.2619702394058126] [-0.3838908250909344, 0.3082442288673111]
5 235.505 [-0.4146099171484039, 0.26197952512009826] [-0.3838908250909344, 0.3082442288673111]
5 240.513 [-0.4146099171484039, 0.26197952512009826] [-0.3838908250909344, 0.3082442288673111]
5 245.519 [-0.4148463457198324, 0.26193738226295543] [-0.3838908250909344, 0.3082442288673111]
5 250.527 [-0.41485348857697524, 0.2619359536915269] [-0.3838908250909344, 0.3082442288673111]
5 255.533 [-0.41482491714840386, 0.2619445251200983] [-0.3838908250909344, 0.3082442288673111]
5 260.537 [-0.41482777429126105, 0.2619445251200983] [-0.3838908250909344, 0.3082442288673111]
5 265.545 [-0.41482777429126105, 0.2619445251200983] [-0.3838908250909344, 0.3082442288673111]
5 270.552 [-0.41482777429126105, 0.2619445251200983] [-0.3838908250909344, 0.3082442288673111]
5 275.558 [-0.4148263457198324, 0.26194523940581255] [-0.3838908250909344, 0.3082442288673111]
5 280.566 [-0.4148263457198324, 0.26194523940581255] [-0.3838908250909344, 0.3082442288673111]
