ID TIME pos
4 1.207 [0.3758119113002544, 0.5378440233129935] [0.3035219954808272, 0.42646759440383813] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]
4 6.214 [0.3758119113002544, 0.5378440233129935] [0.3035219954808272, 0.42646759440383813] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]
4 11.22 [0.3758119113002544, 0.5378440233129935] [0.3035219954808272, 0.42646759440383813] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]
4 16.228 [0.3758119113002544, 0.5378440233129935] [0.3035219954808272, 0.42646759440383813] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]
4 21.236 [0.3758119113002544, 0.5378440233129935] [0.3035219954808272, 0.42646759440383813] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]
4 26.243 [0.3758119113002544, 0.5378440233129935] [0.3035219954808272, 0.42646759440383813] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]
4 31.251 [0.3758119113002544, 0.5378440233129935] [0.3035219954808272, 0.42646759440383813] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]
4 36.258 [0.3758119113002544, 0.5378440233129935] [0.3035219954808272, 0.42646759440383813] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]
4 41.266 [0.3758119113002544, 0.5378440233129935] [0.3035219954808272, 0.42646759440383813] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]
4 46.274 [0.3758119113002544, 0.5378440233129935] [0.3035219954808272, 0.42646759440383813] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]
4 51.282 [0.3758119113002544, 0.5378440233129935] [0.3035219954808272, 0.42646759440383813] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]
4 56.289 [0.3758119113002544, 0.5378440233129935] [0.3035219954808272, 0.42646759440383813] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]
4 61.297 [0.3758119113002544, 0.5378440233129935] [0.3035219954808272, 0.42646759440383813] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [-0.30641000000000007, -0.43955999999999995], [0, 0]]
4 66.305 [0.3758119113002544, 0.5378440233129935] [0.3035219954808272, 0.42646759440383813] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [-0.30641000000000007, -0.43955999999999995], [0, 0]]
4 71.312 [0.3758119113002544, 0.5378440233129935] [0.3035219954808272, 0.42646759440383813] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [-0.30641000000000007, -0.43955999999999995], [0.43385000000000007, -0.37378]]
4 76.32 [0.3758119113002544, 0.5378440233129935] [0.3035219954808272, 0.42646759440383813] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [-0.30641000000000007, -0.43955999999999995], [0.43385000000000007, -0.37378]]
4 81.327 [0.3758119113002544, 0.5378440233129935] [0.3035219954808272, 0.42646759440383813] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [-0.30641000000000007, -0.43955999999999995], [0.43385000000000007, -0.37378]]
4 86.335 [0.3758119113002544, 0.5378440233129935] [0.3035219954808272, 0.42646759440383813] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [-0.30641000000000007, -0.43955999999999995], [0.43385000000000007, -0.37378]]
4 91.342 [0.3758119113002544, 0.5378440233129935] [0.3035219954808272, 0.42646759440383813] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [-0.30641000000000007, -0.43955999999999995], [0.43385000000000007, -0.37378]]
4 96.35 [0.3758119113002544, 0.5378440233129935] [0.3035219954808272, 0.42646759440383813] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [-0.30641000000000007, -0.43955999999999995], [0.43385000000000007, -0.37378]]
4 101.357 [0.3758119113002544, 0.5378440233129935] [0.3035219954808272, 0.42646759440383813] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [-0.30641000000000007, -0.43955999999999995], [0.43385000000000007, -0.37378]]
4 106.364 [0.3758119113002544, 0.5378440233129935] [0.3035219954808272, 0.42646759440383813] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [-0.30641000000000007, -0.43955999999999995], [0.43385000000000007, -0.37378]]
4 111.372 [0.3758119113002544, 0.5378440233129935] [0.3035219954808272, 0.42646759440383813] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0.20563999999999982, -0.07011999999999996], [0, 0], [-0.30641000000000007, -0.43955999999999995], [0.43385000000000007, -0.37378]]
4 116.38 [0.3758119113002544, 0.5378440233129935] [0.3035219954808272, 0.42646759440383813] [[0.21426999999999996, -0.027430000000000065], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0.20563999999999982, -0.07011999999999996], [0, 0], [-0.30641000000000007, -0.43955999999999995], [0.43385000000000007, -0.37378]]
4 121.388 [0.3758119113002544, 0.5378440233129935] [0.3035219954808272, 0.42646759440383813] [[0.21426999999999996, -0.027430000000000065], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0.20563999999999982, -0.07011999999999996], [0, 0], [-0.30641000000000007, -0.43955999999999995], [0.43385000000000007, -0.37378]]
4 126.395 [0.3758119113002544, 0.5378440233129935] [0.3035219954808272, 0.42646759440383813] [[0.21426999999999996, -0.027430000000000065], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0.20563999999999982, -0.07011999999999996], [0, 0], [-0.30641000000000007, -0.43955999999999995], [0.43385000000000007, -0.37378]]
4 131.402 [0.3758119113002544, 0.5378440233129935] [0.3035219954808272, 0.42646759440383813] [[0.21426999999999996, -0.027430000000000065], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0.20563999999999982, -0.07011999999999996], [0, 0], [-0.30641000000000007, -0.43955999999999995], [0.43385000000000007, -0.37378]]
