ID TIME VOTE
10 168.995 2439446
10 289.941 2573385
10 294.969 2562862
10 587.984 2809152
10 680.061 2846930
10 716.057 2838270
10 729.065 2784760
10 797.006 2766187
10 1211.1 2668756
10 1247.119 2675233
10 1252.094 2686393
10 1294.104 Value Error
10 1666.172 2722319
10 1716.165 2732399
10 1749.131 2841099
10 1761.161 2841702
10 1772.173 2848414
10 1869.235 2801939
10 1880.113 2789359
10 1981.151 2803007
10 1985.215 2798057
10 2077.115 2797134
10 2100.219 2797833
10 2162.262 2789161
10 2176.239 2789981
10 2309.288 2793895
10 2344.252 2784133
10 2380.251 2758747
10 2401.152 2755647
10 2522.214 2716662
10 2546.27 2731333
10 2552.279 2723846
10 2755.191 2681972
10 2760.26 2684911
10 2854.319 2681855
10 2895.261 2676013
10 2900.271 2684868
10 2976.312 Value Error
10 2998.236 2655427
10 3069.254 2649971
10 3103.294 2647889
10 3179.309 2624862
10 3221.311 2634866
10 3283.365 2633682
10 3349.271 2625566
10 3407.336 2643077
10 3429.333 2645957
10 3446.34 2642675
10 3466.387 2638795
10 3491.346 2636637
10 3558.373 2623071
10 3672.433 2611702
10 3681.343 2606729
10 3692.59 2604743
10 3708.398 2593671
10 3861.431 2576673
10 3889.384 2574962
10 3893.468 2572648
10 3950.441 2566051
10 3955.393 2565595
10 3992.399 2546370
10 4149.348 2506668
10 4158.342 2508058
10 4177.407 2510463
10 4207.402 2515570
10 4324.368 2527258
10 4329.448 2526888
10 4392.474 2515577
10 4614.459 2524229
10 4666.477 2535780
10 4672.405 2537916
10 4732.537 2529758
10 4999.515 2527300
10 5032.558 2520189
10 5046.537 2513230
10 5052.454 2510630
10 5118.459 2539421
10 5371.484 2531050
10 5393.514 2530930
10 5486.695 2530381
10 5541.673 2528525
10 5608.494 2535203
10 5713.497 2518816
10 5729.578 2522061
10 5753.556 2521708
10 5789.5 2512792
10 5838.586 2505720
10 6134.571 2491686
10 6154.599 2495973
10 6163.649 2495978
10 6211.606 2495065
10 6240.603 2496023
10 6267.62 2494406
10 6348.67 Value Error
10 6396.604 2508696
10 6414.655 2508216
10 6519.715 2521578
10 6526.591 2518861
10 6618.602 2514622
10 6671.681 2515609
10 6714.715 2508736
10 6721.625 2506765
10 6751.685 2506737
10 6783.634 2508003
10 6786.686 2506702
10 6862.695 2502567
10 7013.702 2502304
10 7112.724 2501239
10 7145.863 2493009
10 7202.684 2497755
10 7218.685 2496335
10 7259.755 2501416
10 7321.729 2505017
10 7343.807 2498199
10 7451.722 2498619
10 7455.815 2499014
10 7472.711 2498425
10 7485.771 2496660
10 7501.755 2494708
10 7573.752 2483688
10 7679.74 2472026
10 7777.769 2475408
10 7801.864 2478880
10 7837.827 2476723
10 7895.833 2486391
10 7900.882 2486214
10 7930.785 2477544
10 7934.769 2478667
10 8065.829 2476270
10 8080.832 2477769
10 8086.868 2479058
10 8097.819 2482359
10 8113.821 2480938
10 8133.86 2483160
10 8153.833 2483742
10 8229.823 2477803
10 8436.858 2464734
10 8467.877 2465729
10 8546.882 2461395
10 8551.879 2460377
10 8601.927 2452746
10 8642.828 2458429
10 8676.855 2464707
10 8826.852 2459612
10 8832.868 2460629
10 8867.87 2456134
10 8870.999 2454666
10 8926.871 2453459
10 8947.957 2449134
10 9005.996 2457682
10 9070.889 2463847
10 9121.994 2463258
10 9133.073 2459929
10 9190.974 2462428
10 9287.046 2461562
10 9292.08 2460493
10 9324.907 2468198
10 9332.037 2469015
10 9562.035 2465337
10 9567.109 2464909
10 9586.922 2472779
10 9600.002 2472819
10 9610.915 2469651
10 9823.99 2462726
10 9828.038 2463193
10 9846.948 2471732
10 9883.029 2468144
10 9889.091 2470689
10 9898.0 2471893
