ID TIME #BLOCKS
19 2.327 4
19 10.758 1
19 15.189 1
19 31.968 1
19 75.164 2
19 80.439 1
19 110.448 1
19 114.635 1
19 129.597 1
19 139.194 1
19 151.905 1
19 188.133 1
19 189.289 1
19 235.0 3
19 237.091 1
19 266.581 3
19 270.741 1
19 291.855 1
19 297.165 1
19 336.648 1
19 344.036 1
19 375.047 2
19 385.559 1
19 391.876 1
19 394.204 1
19 410.185 1
19 440.184 1
19 442.389 1
19 467.938 1
19 481.743 2
19 485.039 1
19 522.111 2
19 525.219 1
19 553.747 3
19 565.407 1
19 580.144 1
19 598.116 1
19 630.511 1
19 640.948 1
