ID TIME cluster
5 1676927508.746 (74995, 26351, 1676925771, 2, 10, 50000000000000000000, 15000000000000000000, 0, '0xA4b1B07974bF67f04EC51bEcABF4aD62106B1Dd0', 0, 71424, 20820) 1
5 1676927508.746 (-45900, -55540, 1676927512, 1, 10, 47187500000000000000, 33437500000000000000, 1, '0xBa1CD5ded4B25dF273d435c969a01dc0B577c95c', 0, -46218, -55762) 1
5 1676927508.746 (55516, -50875, 1676925837, 2, 10, 50287698412698413000, 5000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 56484, -51203) 0
5 1676927508.747 (75410, 12360, 1676927512, 1, 10, 52678571428571430000, 47142857142857144000, 0, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 1, 75492, 11977) 1
5 1676927508.747 (71586, 9739, 1676927512, 1, 10, 52118331128747794300, 52118331128747794300, 1, '0xc8529dE5603FF9D6FE9A77d43c27D3e7085B4E43', 1, 71586, 9739) 1
5 1676927508.747 (-46340, -57798, 1676927512, 1, 10, 52569444444444444500, 49618055555555555500, 1, '0xc72B1b70e69D270544369132d53529e37Be87742', 1, -46478, -57925) 1
5 1676927508.747 (55120, -50606, 1676926151, 2, 10, 50151703042328041300, 3750000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 56036, -49069) 0
5 1676927508.748 (-44377, -54050, 1676927512, 1, 10, 51671075837742502300, 43105709876543209300, 1, '0xDA8d2BAde16dd8a6a0Eb5563F4216047b2b24294', 1, -44740, -54660) 1
5 1676927508.748 (53777, -49620, 1676926318, 2, 10, 52425474674823634500, 3750000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 54226, -50374) 0
5 1676927508.748 (68840, 11297, 1676927512, 1, 10, 53107604442239859800, 46907397073412698800, 1, '0x05d6edC4ff8ef40321aBCf7886Bc606ed13327b0', 1, 68712, 11346) 1
5 1676927508.748 (-44676, -57218, 1676927512, 1, 10, 54724576554998286000, 46206660852837792000, 1, '0xa79160bC038C07678C145f1B5220be15bAdB13d7', 1, -44704, -57395) 1
5 1676927508.748 (75932, 12096, 1676927512, 1, 10, 55233768595449369000, 55233768595449369000, 1, '0xDA8d2BAde16dd8a6a0Eb5563F4216047b2b24294', 1, 75932, 12096) 1
5 1676927508.748 (-45510, -55961, 1676927512, 1, 10, 55322057091206305400, 55322057091206305400, 1, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 1, -45510, -55961) 1
5 1676927508.748 (55260, -48917, 1676926618, 2, 10, 50438371246483981800, 1875000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 55355, -49439) 0
5 1676927508.748 (66405, 13602, 1676927512, 1, 10, 52324790528491970900, 39597337570653904000, 0, '0xBa1CD5ded4B25dF273d435c969a01dc0B577c95c', 0, 69496, 12851) 1
5 1676927508.748 (71844, 13465, 1676927512, 1, 10, 57557969551858529400, 57557969551858529400, 1, '0xd4aEDD30d11907e10B6353e59685BB7Efc14F55D', 1, 71844, 13465) 1
5 1676927508.749 (-46266, -58934, 1676927512, 1, 10, 50958000747605057400, 50958000747605057400, 1, '0xa79160bC038C07678C145f1B5220be15bAdB13d7', 1, -46266, -58934) 1
5 1676927508.749 (52850, -48696, 1676926948, 2, 10, 53174111011270506100, 1875000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 54668, -49694) 0
5 1676927508.749 (-53853, -71909, 1676926958, 2, 10, 55417180619726108300, 17158319741259736300, 0, '0xc8529dE5603FF9D6FE9A77d43c27D3e7085B4E43', 1, -52011, -68434) 1
5 1676927508.749 (71897, 11932, 1676927512, 1, 10, 52153659544073586400, 52153659544073586400, 1, '0x3662FA93E6C3bcB04B95e5dD7B1266AD9e8A9965', 1, 71897, 11932) 1
5 1676927508.749 (-57443, -74859, 1676927192, 0, 7, 32195737882049047200, 16068170520840885200, 1, '0xa79160bC038C07678C145f1B5220be15bAdB13d7', 1, -58229, -73438) 0
5 1676927508.749 (71616, 11998, 1676927280, 0, 8, 40403161324811559600, 38509613418995587300, 1, '0xA4b1B07974bF67f04EC51bEcABF4aD62106B1Dd0', 1, 71555, 11867) 1
5 1676927508.749 (-45723, -57130, 1676927298, 0, 8, 45650362987800772900, 35123968353190321900, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 1, -46104, -57529) 1
5 1676927508.749 (57520, -50628, 1676927308, 3, 1, 937500000000000000, 937500000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 57520, -50628) 0
5 1676927508.749 (56525, -50676, 1676927368, 3, 1, 937500000000000000, 937500000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 56525, -50676) 0
5 1676927508.749 (57366, -51291, 1676927458, 3, 1, 937500000000000000, 937500000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 57366, -51291) 0
